"$e_r []","TraceW [mm]","Freq [GHz]","dB(St(Trace_T1,Trace_T1)) []","dB(St(Trace_T2,Trace_T2)) []"
4.5,0.2,2.1075,-12.7901040434023,-13.0080676592205
4.5,0.2,2.11,-12.7894152167552,-13.0098223376401
4.5,0.2,2.1125,-12.7887514106546,-13.0115687034524
4.5,0.2,2.115,-12.7881124691715,-13.0133068928441
4.5,0.2,2.1175,-12.7874982377995,-13.015037043228
4.5,0.2,2.12,-12.7869085634584,-13.0167592932475
4.5,0.2,2.1225,-12.7863432944981,-13.0184737827828
4.5,0.2,2.125,-12.7858022807015,-13.0201806529553
4.5,0.2,2.1275,-12.7852853732888,-13.0218800461333
4.5,0.2,2.13,-12.7847924249206,-13.0235721059376
4.5,0.2,2.1325,-12.7843232897015,-13.0252569772468
4.5,0.2,2.135,-12.7838778231844,-13.0269348062026
4.5,0.2,2.1375,-12.7834558823735,-13.0286057402161
4.5,0.2,2.14,-12.7830573257286,-13.0302699279729
4.5,0.2,2.1425,-12.7826820131688,-13.031927519439
4.5,0.2,2.145,-12.7823298060764,-13.033578665867
4.5,0.2,2.1475,-12.7820005673011,-13.0352235198018
4.5,0.2,2.15,-12.7816941611637,-13.0368622350865
4.5,0.2,2.1525,-12.7814104534604,-13.0384949668689
4.5,0.2,2.155,-12.7811493114672,-13.0401218716075
4.5,0.2,2.1575,-12.780910603944,-13.0417431070781
4.5,0.2,2.16,-12.7806942011392,-13.0433588323796
4.5,0.2,2.1625,-12.7804999747939,-13.0449692079415
4.5,0.2,2.165,-12.7803277981467,-13.0465743955297
4.5,0.2,2.1675,-12.7801775459386,-13.0481745582539
4.5,0.2,2.17,-12.7800490944176,-13.0497698605741
4.5,0.2,2.1725,-12.7799423213434,-13.0513604683078
4.5,0.2,2.175,-12.7798571059932,-13.052946548637
4.5,0.2,2.1775,-12.7797933291661,-13.054528270116
4.5,0.2,2.18,-12.7797508731891,-13.056105802678
4.5,0.2,2.1825,-12.7797296219222,-13.0576793176433
4.5,0.2,2.185,-12.7797294607641,-13.059248987727
4.5,0.2,2.1875,-12.7797502766581,-13.0608149870464
4.5,0.2,2.19,-12.779791958098,-13.0623774911296
4.5,0.2,2.1925,-12.7798543951343,-13.0639366769233
4.5,0.2,2.195,-12.7799374793802,-13.0654927228015
4.5,0.2,2.1975,-12.7800411040185,-13.0670458085737
4.5,0.2,2.2,-12.7801651638081,-13.0685961154939
4.5,0.2,2.2025,-12.7803095550906,-13.0701438262694
4.5,0.2,2.205,-12.7804741757977,-13.0716891250699
4.5,0.2,2.2075,-12.7806589254586,-13.0732321975371
4.5,0.2,2.21,-12.7808637052069,-13.0747732307936
4.5,0.2,2.2125,-12.7810884177889,-13.0763124134536
4.5,0.2,2.215,-12.7813329675714,-13.0778499356318
4.5,0.2,2.2175,-12.7815972605497,-13.0793859889544
4.5,0.2,2.22,-12.7818812043561,-13.0809207665693
4.5,0.2,2.2225,-12.7821847082689,-13.0824544631566
4.5,0.2,2.225,-12.7825076832209,-13.0839872749399
4.5,0.2,2.2275,-12.7828500418091,-13.0855193996972
4.5,0.2,2.23,-12.7832116983038,-13.0870510367725
4.5,0.2,2.2325,-12.7835925686587,-13.0885823870877
4.5,0.2,2.235,-12.7839925705209,-13.0901136531543
4.5,0.2,2.2375,-12.7844116232416,-13.0916450390862
4.5,0.2,2.24,-12.7848496478861,-13.0931767506121
4.5,0.2,2.2425,-12.785306567246,-13.0947089950884
4.5,0.2,2.245,-12.7857823058497,-13.0962419815129
4.5,0.2,2.2475,-12.7862767899745,-13.0977759205381
4.5,0.2,2.25,-12.7867899476589,-13.0993110244852
4.5,0.2,2.2525,-12.7873217087151,-13.1008475073588
4.5,0.2,2.255,-12.7878720047415,-13.1023855848615
4.5,0.2,2.2575,-12.7884407691366,-13.1039254744089
4.5,0.2,2.26,-12.7890279371124,-13.1054673951452
4.5,0.2,2.2625,-12.7896334457086,-13.1070115679595
4.5,0.2,2.265,-12.7902572338071,-13.1085582155015
4.5,0.2,2.2675,-12.7908992421475,-13.1101075621991
4.5,0.2,2.27,-12.7915594133418,-13.1116598342751
4.5,0.2,2.2725,-12.7922376918913,-13.1132152597652
4.5,0.2,2.275,-12.7929340242023,-13.1147740685364
4.5,0.2,2.2775,-12.7936483586038,-13.1163364923053
4.5,0.2,2.28,-12.7943806453645,-13.1179027646576
4.5,0.2,2.2825,-12.795130836711,-13.1194731210682
4.5,0.2,2.285,-12.7958988868466,-13.1210477989208
4.5,0.2,2.2875,-12.7966847519705,-13.1226270375297
4.5,0.2,2.29,-12.7974883902974,-13.1242110781604
4.5,0.2,2.2925,-12.7983097620779,-13.1258001640524
4.5,0.2,2.295,-12.7991488296199,-13.1273945404416
4.5,0.2,2.2975,-12.8000055573101,-13.1289944545837
4.5,0.2,2.3,-12.8008799116361,-13.1306001557784
4.5,0.2,2.3025,-12.80177186121,-13.1322118953938
4.5,0.2,2.305,-12.8026813767918,-13.133829926892
4.5,0.2,2.3075,-12.803608431314,-13.1354545058556
4.5,0.2,2.31,-12.8045529999071,-13.1370858900139
4.5,0.2,2.3125,-12.8055150599251,-13.1387243392712
4.5,0.2,2.315,-12.8064945909732,-13.1403701157353
4.5,0.2,2.3175,-12.8074915749349,-13.1420234837462
4.5,0.2,2.32,-12.8085059960005,-13.1436847099071
4.5,0.2,2.3225,-12.8095378406971,-13.1453540631149
4.5,0.2,2.325,-12.8105870979187,-13.1470318145926
4.5,0.2,2.3275,-12.8116537589571,-13.148718237922
4.5,0.2,2.33,-12.8127378175349,-13.1504136090775
4.5,0.2,2.3325,-12.8138392698385,-13.1521182064613
4.5,0.2,2.335,-12.8149581145523,-13.1538323109394
4.5,0.2,2.3375,-12.8160943528942,-13.1555562058783
4.5,0.2,2.34,-12.8172479886523,-13.1572901771834
4.5,0.2,2.3425,-12.8184190282224,-13.1590345133382
4.5,0.2,2.345,-12.8196074806467,-13.1607895054449
4.5,0.2,2.3475,-12.8208133576542,-13.1625554472659
4.5,0.2,2.35,-12.822036673702,-13.164332635267
4.5,0.2,2.3525,-12.8232774460175,-13.1661213686614
4.5,0.2,2.355,-12.8245356946429,-13.1679219494557
4.5,0.2,2.3575,-12.8258114424803,-13.1697346824964
4.5,0.2,2.36,-12.8271047153385,-13.1715598755188
4.5,0.2,2.3625,-12.8284155419815,-13.1733978391968
4.5,0.2,2.365,-12.8297439541779,-13.1752488871944
4.5,0.2,2.3675,-12.8310899867529,-13.1771133362187
4.5,0.2,2.37,-12.8324536776408,-13.1789915060747
4.5,0.2,2.3725,-12.8338350679401,-13.1808837197218
4.5,0.2,2.375,-12.83523420197,-13.1827903033318
4.5,0.2,2.3775,-12.8366511273284,-13.184711586349
4.5,0.2,2.38,-12.8380858949525,-13.1866479015522
4.5,0.2,2.3825,-12.8395385591809,-13.1885995851186
4.5,0.2,2.385,-12.8410091778174,-13.1905669766892
4.5,0.2,2.3875,-12.8424978121978,-13.1925504194374
4.5,0.2,2.39,-12.844004527258,-13.1945502601385
4.5,0.2,2.3925,-12.8455293916046,-13.1965668492427
4.5,0.2,2.395,-12.8470724775881,-13.198600540949
4.5,0.2,2.3975,-12.8486338613781,-13.2006516932829
4.5,0.2,2.4,-12.8502136230413,-13.2027206681758
4.5,0.2,2.4025,-12.8518118466217,-13.2048078315466
4.5,0.2,2.405,-12.853428620224,-13.2069135533872
4.5,0.2,2.4075,-12.8550640360995,-13.2090382078498
4.5,0.2,2.41,-12.8567181907343,-13.2111821733368
4.5,0.2,2.4125,-12.8583911849419,-13.213345832595
4.5,0.2,2.415,-12.8600831239573,-13.2155295728113
4.5,0.2,2.4175,-12.8617941175355,-13.2177337857126
4.5,0.2,2.42,-12.8635242800526,-13.2199588676689
4.5,0.2,2.4225,-12.8652737306105,-13.2222052197992
4.5,0.2,2.425,-12.867042593146,-13.2244732480817
4.5,0.2,2.4275,-12.8688309965419,-13.2267633634673
4.5,0.2,2.43,-12.8706390747439,-13.229075981997
4.5,0.2,2.4325,-12.8724669668802,-13.2314115249232
4.5,0.2,2.435,-12.8743148173857,-13.233770418835
4.5,0.2,2.4375,-12.8761827761306,-13.2361530957884
4.5,0.2,2.44,-12.8780709985534,-13.2385599934403
4.5,0.2,2.4425,-12.8799796457989,-13.2409915551869
4.5,0.2,2.445,-12.8819088848603,-13.2434482303079
4.5,0.2,2.4475,-12.8838588887274,-13.2459304741148
4.5,0.2,2.45,-12.8858298365393,-13.2484387481045
4.5,0.2,2.4525,-12.8878219137431,-13.2509735201189
4.5,0.2,2.455,-12.8898353122576,-13.2535352645089
4.5,0.2,2.4575,-12.891870230644,-13.2561244623057
4.5,0.2,2.46,-12.8939268742822,-13.2587416013968
4.5,0.2,2.4625,-12.896005455553,-13.2613871767093
4.5,0.2,2.465,-12.8981061940283,-13.2640616903991
4.5,0.2,2.4675,-12.9002293166677,-13.2667656520473
4.5,0.2,2.47,-12.9023750580217,-13.2694995788635
4.5,0.2,2.4725,-12.9045436604438,-13.2722639958966
4.5,0.2,2.475,-12.9067353743098,-13.2750594362534
4.5,0.2,2.4775,-12.9089504582455,-13.2778864413249
4.5,0.2,2.48,-12.9111891793633,-13.2807455610214
4.5,0.2,2.4825,-12.9134518135074,-13.2836373540161
4.5,0.2,2.485,-12.9157386455088,-13.2865623879978
4.5,0.2,2.4875,-12.9180499694503,-13.2895212399332
4.5,0.2,2.49,-12.9203860889413,-13.292514496339
4.5,0.2,2.4925,-12.9227473174036,-13.2955427535646
4.5,0.2,2.495,-12.9251339783687,-13.2986066180852
4.5,0.2,2.4975,-12.9275464057868,-13.3017067068068
4.5,0.2,2.5,-12.9299849443473,-13.3048436473823
4.5,0.2,2.5025,-12.9324499498137,-13.3080180785401
4.5,0.2,2.505,-12.9349417893705,-13.3112306504266
4.5,0.2,2.5075,-12.937460841985,-13.3144820249602
4.5,0.2,2.51,-12.9400074987838,-13.3177728762016
4.5,0.2,2.5125,-12.9425821634447,-13.321103890737
4.5,0.2,2.515,-12.9451852526046,-13.3244757680781
4.5,0.2,2.5175,-12.9478171962848,-13.3278892210776
4.5,0.2,2.52,-12.9504784383336,-13.3313449763615
4.5,0.2,2.5225,-12.9531694368884,-13.33484377478
4.5,0.2,2.525,-12.9558906648566,-13.3383863718759
4.5,0.2,2.5275,-12.9586426104174,-13.3419735383737
4.5,0.2,2.53,-12.9614257775455,-13.3456060606882
4.5,0.2,2.5325,-12.9642406865569,-13.3492847414548
4.5,0.2,2.535,-12.9670878746793,-13.3530104000834
4.5,0.2,2.5375,-12.9699678966467,-13.3567838733341
4.5,0.2,2.54,-12.9728813253214,-13.3606060159198
4.5,0.2,2.5425,-12.9758287523427,-13.3644777011334
4.5,0.2,2.545,-12.9788107888056,-13.3683998215035
4.5,0.2,2.5475,-12.9818280659696,-13.3723732894786
4.5,0.2,2.55,-12.9848812360007,-13.3763990381422
4.5,0.2,2.5525,-12.9879709727461,-13.380478021959
4.5,0.2,2.555,-12.9910979725464,-13.3846112175565
4.5,0.2,2.5575,-12.9942629550846,-13.3887996245403
4.5,0.2,2.56,-12.9974666642754,-13.3930442663486
4.5,0.2,2.5625,-13.0007098691966,-13.3973461911453
4.5,0.2,2.565,-13.0039933650652,-13.4017064727551
4.5,0.2,2.5675,-13.0073179742601,-13.4061262116429
4.5,0.2,2.57,-13.0106845473949,-13.4106065359395
4.5,0.2,2.5725,-13.0140939644431,-13.4151486025163
4.5,0.2,2.575,-13.0175471359181,-13.4197535981128
4.5,0.2,2.5775,-13.0210450041134,-13.4244227405183
4.5,0.2,2.58,-13.0245885444035,-13.4291572798119
4.5,0.2,2.5825,-13.0281787666114,-13.4339584996649
4.5,0.2,2.585,-13.031816716446,-13.4388277187071
4.5,0.2,2.5875,-13.0355034770129,-13.4437662919636
4.5,0.2,2.59,-13.039240170404,-13.4487756123646
4.5,0.2,2.5925,-13.0430279593705,-13.4538571123319
4.5,0.2,2.595,-13.0468680490837,-13.4590122654501
4.5,0.2,2.5975,-13.0507616889903,-13.4642425882237
4.5,0.2,2.6,-13.0547101747675,-13.4695496419282
4.5,0.2,2.6025,-13.0587148503831,-13.4749350345607
4.5,0.2,2.605,-13.0627771102703,-13.4804004228952
4.5,0.2,2.6075,-13.0668984016212,-13.4859475146509
4.5,0.2,2.61,-13.071080226809,-13.4915780707802
4.5,0.2,2.6125,-13.0753241459467,-13.4972939078835
4.5,0.2,2.615,-13.079631779591,-13.5030969007607
4.5,0.2,2.6175,-13.0840048116022,-13.5089889851082
4.5,0.2,2.62,-13.088444992169,-13.5149721603699
4.5,0.2,2.6225,-13.0929541410117,-13.5210484927555
4.5,0.2,2.625,-13.0975341507738,-13.5272201184341
4.5,0.2,2.6275,-13.1021869906174,-13.5334892469199
4.5,0.2,2.63,-13.1069147100346,-13.5398581646587
4.5,0.2,2.6325,-13.1117194428926,-13.5463292388339
4.5,0.2,2.635,-13.1166034117272,-13.5529049214052
4.5,0.2,2.6375,-13.1215689323046,-13.5595877533983
4.5,0.2,2.64,-13.1266184184702,-13.5663803694635
4.5,0.2,2.6425,-13.1317543873058,-13.5732855027244
4.5,0.2,2.645,-13.1369794646191,-13.580305989937
4.5,0.2,2.6475,-13.1422963907904,-13.587444776985
4.5,0.2,2.65,-13.1477080270038,-13.594704924736
4.5,0.2,2.6525,-13.1532173618934,-13.6020896152873
4.5,0.2,2.655,-13.1588275186367,-13.6096021586324
4.5,0.2,2.6575,-13.1645417625311,-13.6172459997819
4.5,0.2,2.66,-13.1703635090925,-13.6250247263755
4.5,0.2,2.6625,-13.1762963327186,-13.6329420768263
4.5,0.2,2.665,-13.1823439759637,-13.641001949041
4.5,0.2,2.6675,-13.1885103594753,-13.6492084097647
4.5,0.2,2.67,-13.1947995926503,-13.6575657046039
4.5,0.2,2.6725,-13.2012159850703,-13.6660782687869
4.5,0.2,2.675,-13.207764058786,-13.6747507387247
4.5,0.2,2.6775,-13.2144485615231,-13.6835879644454
4.5,0.2,2.68,-13.2212744808936,-13.6925950229787
4.5,0.2,2.6825,-13.2282470597022,-13.7017772327794
4.5,0.2,2.685,-13.2353718124488,-13.7111401692834
4.5,0.2,2.6875,-13.2426545431372,-13.7206896817047
4.5,0.2,2.69,-13.2501013645135,-13.7304319111888
4.5,0.2,2.6925,-13.2577187188702,-13.7403733104554
4.5,0.2,2.695,-13.2655134005671,-13.7505206650741
4.5,0.2,2.6975,-13.2734925804384,-13.7608811165364
4.5,0.2,2.7,-13.2816638322721,-13.771462187302
4.5,0.2,2.7025,-13.2900351615721,-13.7822718080247
4.5,0.2,2.705,-13.2986150368373,-13.7933183471792
4.5,0.2,2.7075,-13.3074124236176,-13.8046106433438
4.5,0.2,2.71,-13.3164368216425,-13.8161580404225
4.5,0.2,2.7125,-13.3256983053506,-13.827970426123
4.5,0.2,2.715,-13.3352075681908,-13.8400582740511
4.5,0.2,2.7175,-13.3449759711137,-13.8524326898249
4.5,0.2,2.72,-13.3550155957242,-13.8651054616663
4.5,0.2,2.7225,-13.3653393026294,-13.8780891159879
4.5,0.2,2.725,-13.3759607955854,-13.8913969785602
4.5,0.2,2.7275,-13.3868946921321,-13.90504324193
4.5,0.2,2.73,-13.3981566014942,-13.9190430398464
4.5,0.2,2.7325,-13.4097632106427,-13.9334125295659
4.5,0.2,2.735,-13.4217323795333,-13.9481689830257
4.5,0.2,2.7375,-13.4340832466899,-13.9633308880278
4.5,0.2,2.74,-13.4468363464721,-13.9789180607391
4.5,0.2,2.7425,-13.4600137395697,-13.9949517710185
4.5,0.2,2.745,-13.4736391585036,-14.0114548823109
4.5,0.2,2.7475,-13.4877381701921,-14.0284520081281
4.5,0.2,2.75,-13.5023383579716,-14.0459696874591
4.5,0.2,2.7525,-13.5174695258499,-14.0640365818408
4.5,0.2,2.755,-13.5331639282359,-14.0826836972773
4.5,0.2,2.7575,-13.5494565289379,-14.1019446347457
4.5,0.2,2.76,-13.5663852938857,-14.1218558736799
4.5,0.2,2.7625,-13.5839915228215,-14.1424570936133
4.5,0.2,2.765,-13.602320226156,-14.1637915401092
4.5,0.2,2.7675,-13.6214205543407,-14.1859064422607
4.5,0.2,2.77,-13.6413462884981,-14.2088534904335
4.5,0.2,2.7725,-13.6621564027593,-14.2326893846379
4.5,0.2,2.775,-13.6839157108311,-14.2574764659991
4.5,0.2,2.7775,-13.7066956118756,-14.2832834463749
4.5,0.2,2.78,-13.7305749539365,-14.3101862543505
4.5,0.2,2.7825,-13.7556410370534,-14.3382690197996
4.5,0.2,2.785,-13.7819907830786,-14.3676252241482
4.5,0.2,2.7875,-13.8097321053051,-14.3983590496892
4.5,0.2,2.79,-13.8389855186877,-14.4305869691435
4.5,0.2,2.7925,-13.8698860411487,-14.4644396266342
4.5,0.2,2.795,-13.9025854488082,-14.5000640739777
4.5,0.2,2.7975,-13.937254963783,-14.5376264425792
4.5,0.2,2.8,-13.9740884735336,-14.577315152418
4.5,0.2,2.8025,-14.0133064070629,-14.6193447872287
4.5,0.2,2.805,-14.0551604275512,-14.6639608012106
4.5,0.2,2.8075,-14.0999391459163,-14.7114452704547
4.5,0.2,2.81,-14.1479751189552,-14.7621239659504
4.5,0.2,2.8125,-14.1996534741084,-14.8163751103647
4.5,0.2,2.815,-14.2554226072565,-14.8746402959718
4.5,0.2,2.8175,-14.315807539483,-14.9374381976776
4.5,0.2,2.82,-14.3814267057315,-15.0053819292867
4.5,0.2,2.8225,-14.4530131989059,-15.0792011858359
4.5,0.2,2.825,-14.5314418274271,-15.1597707217661
4.5,0.2,2.8275,-14.6177637854568,-15.2481472772126
4.5,0.2,2.83,-14.7132513023537,-15.3456178389149
4.5,0.2,2.8325,-14.8194553289466,-15.4537631732625
4.5,0.2,2.835,-14.9382800586361,-15.5745419496177
4.5,0.2,2.8375,-15.0720785958924,-15.7104024517191
4.5,0.2,2.84,-15.2237735659738,-15.8644305279479
4.5,0.2,2.8425,-15.3970027150007,-16.040542832607
4.5,0.2,2.845,-15.5962767709596,-16.2437297220647
4.5,0.2,2.8475,-15.8270996541556,-16.4803310195324
4.5,0.2,2.85,-16.0958984477161,-16.7582569052474
4.5,0.2,2.8525,-16.4093312669827,-17.0868467589391
4.5,0.2,2.855,-16.771786199224,-17.4753954852032
4.5,0.2,2.8575,-17.1778958476637,-17.9273956320026
4.5,0.2,2.86,-17.5922167618622,-18.4219286919661
4.5,0.2,2.8625,-17.9017208123541,-18.861218975784
4.5,0.2,2.865,-17.8453301110369,-18.9643121009682
4.5,0.2,2.8675,-17.0610299511008,-18.2482095912375
4.5,0.2,2.87,-15.478426911408,-16.5232052303029
4.5,0.2,2.8725,-13.5983369771581,-14.39465701373
4.5,0.2,2.875,-12.0678717122725,-12.6889622718935
4.5,0.2,2.8775,-11.1847613877803,-11.7578735062607
4.5,0.2,2.88,-10.8576457296909,-11.4562809658209
4.5,0.2,2.8825,-10.8613995846095,-11.5010528336652
4.5,0.2,2.885,-11.0219587340435,-11.6946800347426
4.5,0.2,2.8875,-11.2441857912869,-11.9385818849698
4.5,0.2,2.89,-11.4840620787074,-12.1909810347886
4.5,0.2,2.8925,-11.7236349087238,-12.4366110213636
4.5,0.2,2.895,-11.9571346138246,-12.6716976327477
4.5,0.2,2.8975,-12.1843306879008,-12.8973193577469
4.5,0.2,2.9,-12.4075387263394,-13.1166125486641
4.5,0.2,2.9025,-12.6303445020956,-13.3336658506394
4.5,0.2,2.905,-12.8571310188201,-13.5531623183269
4.5,0.2,2.9075,-13.0929879444401,-13.7803625859065
4.5,0.2,2.91,-13.3437918940641,-14.0212391139958
4.5,0.2,2.9125,-13.6162881906127,-14.2826247091521
4.5,0.2,2.915,-13.9178723152252,-14.5721459590882
4.5,0.2,2.9175,-14.2552798638729,-14.8973442914909
4.5,0.2,2.92,-14.6299905108483,-15.2623179005435
4.5,0.2,2.9225,-15.0245775600155,-15.6573976584342
4.5,0.2,2.925,-15.3678593159582,-16.0314894393255
4.5,0.2,2.9275,-15.4729986670377,-16.2351302564263
4.5,0.2,2.93,-15.0397707525104,-15.98221688691
4.5,0.2,2.9325,-13.959746337754,-15.0540549928132
4.5,0.2,2.935,-12.6380991165263,-13.7102247653164
4.5,0.2,2.9375,-11.6008748360116,-12.5168499110557
4.5,0.2,2.94,-11.0156972224647,-11.7729352773024
4.5,0.2,2.9425,-10.7736858828256,-11.4303594925294
4.5,0.2,2.945,-10.7246670526511,-11.3332130990922
4.5,0.2,2.9475,-10.7679637830002,-11.3599538555928
4.5,0.2,2.95,-10.8498432987517,-11.4414818346383
4.5,0.2,2.9525,-10.9442415949466,-11.5431132658867
4.5,0.2,2.955,-11.039198515503,-11.648451173722
4.5,0.2,2.9575,-11.1295829180379,-11.7501335776062
4.5,0.2,2.96,-11.2134992092362,-11.8451485858723
4.5,0.2,2.9625,-11.290552575973,-11.9325485988199
4.5,0.2,2.965,-11.3610145409476,-12.0123423729213
4.5,0.2,2.9675,-11.4254223635868,-12.0849570446128
4.5,0.2,2.97,-11.4843889321311,-12.1509772836609
4.5,0.2,2.9725,-11.5385155884265,-12.211020585189
4.5,0.2,2.975,-11.5883554098681,-12.2656800238097
4.5,0.2,2.9775,-11.6344010030934,-12.3155005138118
4.5,0.2,2.98,-11.6770838580206,-12.3609715527068
4.5,0.2,2.9825,-11.7167787808336,-12.4025278300487
4.5,0.2,2.985,-11.7538101899727,-12.4405533243229
4.5,0.2,2.9875,-11.7884587214752,-12.4753866799957
4.5,0.2,2.99,-11.8209674374963,-12.5073267768412
4.5,0.2,2.9925,-11.8515473602046,-12.5366379838396
4.5,0.2,2.995,-11.8803822645017,-12.5635548888939
4.5,0.2,2.9975,-11.907632761777,-12.5882864468354
4.5,0.2,3,-11.9334397478825,-12.6110195615642
4.6,0.15,2,-13.9609392229166,-13.8977082607241
4.6,0.15,2.0025,-13.9504923138627,-13.8900317478451
4.6,0.15,2.005,-13.9400784915259,-13.8823551554749
4.6,0.15,2.0075,-13.9296977045412,-13.8746786603474
4.6,0.15,2.01,-13.9193499010746,-13.8670024386309
4.6,0.15,2.0125,-13.9090350288234,-13.8593266659289
4.6,0.15,2.015,-13.8987530350163,-13.8516515172803
4.6,0.15,2.0175,-13.8885038664132,-13.8439771671608
4.6,0.15,2.02,-13.8782874693055,-13.8363037894828
4.6,0.15,2.0225,-13.8681037895163,-13.8286315575969
4.6,0.15,2.025,-13.8579527723997,-13.8209606442921
4.6,0.15,2.0275,-13.8478343628415,-13.8132912217968
4.6,0.15,2.03,-13.8377485052588,-13.8056234617795
4.6,0.15,2.0325,-13.8276951436,-13.7979575353497
4.6,0.15,2.035,-13.8176742213451,-13.7902936130584
4.6,0.15,2.0375,-13.8076856815048,-13.7826318648991
4.6,0.15,2.04,-13.7977294666213,-13.7749724603089
4.6,0.15,2.0425,-13.7878055187675,-13.7673155681686
4.6,0.15,2.045,-13.7779137795474,-13.7596613568045
4.6,0.15,2.0475,-13.7680541900954,-13.7520099939885
4.6,0.15,2.05,-13.7582266910764,-13.7443616469393
4.6,0.15,2.0525,-13.7484312226858,-13.7367164823234
4.6,0.15,2.055,-13.7386677246486,-13.7290746662558
4.6,0.15,2.0575,-13.7289361362199,-13.721436364301
4.6,0.15,2.06,-13.7192363961839,-13.7138017414743
4.6,0.15,2.0625,-13.7095684428542,-13.7061709622421
4.6,0.15,2.065,-13.6999322140729,-13.6985441905237
4.6,0.15,2.0675,-13.6903276472106,-13.6909215896916
4.6,0.15,2.07,-13.6807546791658,-13.683303322573
4.6,0.15,2.0725,-13.6712132463645,-13.6756895514507
4.6,0.15,2.075,-13.6617032847597,-13.6680804380642
4.6,0.15,2.0775,-13.6522247298308,-13.6604761436109
4.6,0.15,2.08,-13.6427775165833,-13.652876828747
4.6,0.15,2.0825,-13.6333615795478,-13.645282653589
4.6,0.15,2.085,-13.6239768527797,-13.6376937777144
4.6,0.15,2.0875,-13.6146232698584,-13.6301103601635
4.6,0.15,2.09,-13.6053007638864,-13.62253255944
4.6,0.15,2.0925,-13.5960092674892,-13.6149605335129
4.6,0.15,2.095,-13.5867487128134,-13.6073944398173
4.6,0.15,2.0975,-13.5775190315269,-13.5998344352558
4.6,0.15,2.1,-13.5683201548173,-13.5922806762001
4.6,0.15,2.1025,-13.5591520133915,-13.5847333184919
4.6,0.15,2.105,-13.5500145374741,-13.577192517445
4.6,0.15,2.1075,-13.5409076568068,-13.569658427846
4.6,0.15,2.11,-13.5318313006472,-13.5621312039561
4.6,0.15,2.1125,-13.5227853977674,-13.5546109995128
4.6,0.15,2.115,-13.5137698764532,-13.5470979677309
4.6,0.15,2.1175,-13.5047846645025,-13.5395922613047
4.6,0.15,2.12,-13.495829689224,-13.5320940324089
4.6,0.15,2.1225,-13.4869048774358,-13.5246034327011
4.6,0.15,2.125,-13.4780101554642,-13.5171206133225
4.6,0.15,2.1275,-13.4691454491418,-13.5096457249003
4.6,0.15,2.13,-13.4603106838061,-13.5021789175494
4.6,0.15,2.1325,-13.4515057842977,-13.4947203408738
4.6,0.15,2.135,-13.4427306749589,-13.4872701439687
4.6,0.15,2.1375,-13.4339852796314,-13.4798284754225
4.6,0.15,2.14,-13.4252695216547,-13.4723954833184
4.6,0.15,2.1425,-13.4165833238642,-13.4649713152365
4.6,0.15,2.145,-13.4079266085889,-13.457556118256
4.6,0.15,2.1475,-13.3992992976495,-13.4501500389568
4.6,0.15,2.15,-13.3907013123559,-13.442753223422
4.6,0.15,2.1525,-13.3821325735053,-13.4353658172401
4.6,0.15,2.155,-13.3735930013795,-13.4279879655067
4.6,0.15,2.1575,-13.3650825157424,-13.4206198128272
4.6,0.15,2.16,-13.3566010358378,-13.4132615033189
4.6,0.15,2.1625,-13.3481484803861,-13.4059131806135
4.6,0.15,2.165,-13.339724767582,-13.3985749878592
4.6,0.15,2.1675,-13.3313298150915,-13.3912470677236
4.6,0.15,2.17,-13.3229635400489,-13.3839295623958
4.6,0.15,2.1725,-13.3146258590536,-13.3766226135891
4.6,0.15,2.175,-13.3063166881669,-13.3693263625439
4.6,0.15,2.1775,-13.298035942909,-13.3620409500299
4.6,0.15,2.18,-13.2897835382549,-13.3547665163494
