"$e_r []","TraceW [mm]","Freq [GHz]","dB(St(Trace_T1,Trace_T1)) []","dB(St(Trace_T2,Trace_T2)) []"
4.5,0.18,2.9625,-12.7680824177728,-13.3131935686672
4.5,0.18,2.965,-12.7689604300195,-13.3163208430517
4.5,0.18,2.9675,-12.7698384978327,-13.319457783161
4.5,0.18,2.97,-12.770716606037,-13.3226042687884
4.5,0.18,2.9725,-12.7715947401577,-13.3257601800192
4.5,0.18,2.975,-12.7724728863923,-13.3289253972386
4.5,0.18,2.9775,-12.7733510315825,-13.3320998011396
4.5,0.18,2.98,-12.7742291631878,-13.3352832727313
4.5,0.18,2.9825,-12.7751072692592,-13.338475693346
4.5,0.18,2.985,-12.7759853384146,-13.3416769446474
4.5,0.18,2.9875,-12.7768633598148,-13.3448869086382
4.5,0.18,2.99,-12.7777413231398,-13.3481054676672
4.5,0.18,2.9925,-12.7786192185665,-13.3513325044376
4.5,0.18,2.995,-12.7794970367476,-13.3545679020137
4.5,0.18,2.9975,-12.7803747687899,-13.3578115438283
4.5,0.18,3,-12.7812524062347,-13.3610633136904
4.5,0.19,2,-13.6336756907945,-13.6546584438087
4.5,0.19,2.0025,-13.6295861683333,-13.6524631883496
4.5,0.19,2.005,-13.6254905686557,-13.6502693339527
4.5,0.19,2.0075,-13.6213886804366,-13.6480769795756
4.5,0.19,2.01,-13.6172803092159,-13.6458862241903
4.5,0.19,2.0125,-13.6131652787679,-13.6436971667855
4.5,0.19,2.015,-13.6090434324981,-13.6415099063685
4.5,0.19,2.0175,-13.6049146348644,-13.6393245419679
4.5,0.19,2.02,-13.6007787728164,-13.6371411726352
4.5,0.19,2.0225,-13.5966357572465,-13.634959897448
4.5,0.19,2.025,-13.5924855244461,-13.6327808155116
4.5,0.19,2.0275,-13.5883280375597,-13.6306040259621
4.5,0.19,2.03,-13.5841632880289,-13.6284296279687
4.5,0.19,2.0325,-13.5799912970167,-13.626257720736
4.5,0.19,2.035,-13.5758121168042,-13.6240884035072
4.5,0.19,2.0375,-13.571625832149,-13.6219217755664
4.5,0.19,2.04,-13.5674325615946,-13.6197579362416
4.5,0.19,2.0425,-13.5632324587215,-13.6175969849076
4.5,0.19,2.045,-13.5590257133269,-13.6154390209886
4.5,0.19,2.0475,-13.5548125525229,-13.6132841439616
4.5,0.19,2.05,-13.5505932417406,-13.6111324533592
4.5,0.19,2.0525,-13.5463680856288,-13.6089840487731
4.5,0.19,2.055,-13.5421374288352,-13.6068390298568
4.5,0.19,2.0575,-13.5379016566575,-13.6046974963294
4.5,0.19,2.06,-13.5336611955543,-13.6025595479791
4.5,0.19,2.0625,-13.5294165135033,-13.6004252846659
4.5,0.19,2.065,-13.5251681201968,-13.5982948063263
4.5,0.19,2.0675,-13.5209165670642,-13.5961682129762
4.5,0.19,2.07,-13.5166624471119,-13.5940456047149
4.5,0.19,2.0725,-13.5124063945732,-13.5919270817289
4.5,0.19,2.075,-13.5081490843603,-13.5898127442964
4.5,0.19,2.0775,-13.503891231313,-13.5877026927906
4.5,0.19,2.08,-13.4996335892392,-13.5855970276844
4.5,0.19,2.0825,-13.4953769497448,-13.5834958495547
4.5,0.19,2.085,-13.491122140851,-13.5813992590867
4.5,0.19,2.0875,-13.4868700254012,-13.5793073570785
4.5,0.19,2.09,-13.4826214992574,-13.5772202444457
4.5,0.19,2.0925,-13.4783774892921,-13.5751380222264
4.5,0.19,2.095,-13.4741389511825,-13.573060791586
4.5,0.19,2.0975,-13.4699068670132,-13.5709886538224
4.5,0.19,2.1,-13.4656822426989,-13.5689217103707
4.5,0.19,2.1025,-13.46146610524,-13.5668600628095
4.5,0.19,2.105,-13.4572594998226,-13.5648038128654
4.5,0.19,2.1075,-13.4530634867817,-13.5627530624194
4.5,0.19,2.11,-13.4488791384423,-13.5607079135124
4.5,0.19,2.1125,-13.4447075358583,-13.558668468351
4.5,0.19,2.115,-13.4405497654706,-13.5566348293141
4.5,0.19,2.1175,-13.4364069157024,-13.5546070989588
4.5,0.19,2.12,-13.4322800735171,-13.5525853800271
4.5,0.19,2.1225,-13.42817032096,-13.5505697754524
4.5,0.19,2.125,-13.4240787317058,-13.5485603883666
4.5,0.19,2.1275,-13.4200063676377,-13.5465573221071
4.5,0.19,2.13,-13.4159542754786,-13.5445606802236
4.5,0.19,2.1325,-13.4119234834987,-13.5425705664865
4.5,0.19,2.135,-13.4079149983203,-13.5405870848935
4.5,0.19,2.1375,-13.4039298018421,-13.5386103396782
4.5,0.19,2.14,-13.3999688483012,-13.5366404353182
4.5,0.19,2.1425,-13.3960330614929,-13.5346774765428
4.5,0.19,2.145,-13.392123332164,-13.5327215683425
4.5,0.19,2.1475,-13.3882405155959,-13.5307728159772
4.5,0.19,2.15,-13.3843854293898,-13.5288313249854
4.5,0.19,2.1525,-13.3805588514651,-13.5268972011937
4.5,0.19,2.155,-13.3767615182821,-13.5249705507263
4.5,0.19,2.1575,-13.3729941232931,-13.523051480015
4.5,0.19,2.16,-13.36925731563,-13.5211400958092
4.5,0.19,2.1625,-13.365551699028,-13.5192365051867
4.5,0.19,2.165,-13.3618778309889,-13.5173408155642
4.5,0.19,2.1675,-13.35823622218,-13.5154531347086
4.5,0.19,2.17,-13.3546273360678,-13.5135735707481
4.5,0.19,2.1725,-13.351051588779,-13.5117022321846
4.5,0.19,2.175,-13.3475093491829,-13.5098392279052
4.5,0.19,2.1775,-13.3440009391872,-13.507984667195
4.5,0.19,2.18,-13.3405266342364,-13.5061386597497
4.5,0.19,2.1825,-13.3370866640017,-13.5043013156893
4.5,0.19,2.185,-13.3336812132516,-13.5024727455711
4.5,0.19,2.1875,-13.3303104228883,-13.5006530604043
4.5,0.19,2.19,-13.3269743911372,-13.498842371664
4.5,0.19,2.1925,-13.323673174876,-13.4970407913064
4.5,0.19,2.195,-13.3204067910868,-13.4952484317839
4.5,0.19,2.1975,-13.3171752184196,-13.4934654060611
4.5,0.19,2.2,-13.3139783988488,-13.4916918276308
4.5,0.19,2.2025,-13.3108162394119,-13.489927810531
4.5,0.19,2.205,-13.3076886140133,-13.4881734693622
4.5,0.19,2.2075,-13.3045953652811,-13.4864289193048
4.5,0.19,2.21,-13.3015363064626,-13.484694276138
4.5,0.19,2.2125,-13.2985112233461,-13.4829696562584
4.5,0.19,2.215,-13.2955198761976,-13.4812551766992
4.5,0.19,2.2175,-13.2925620016996,-13.479550955151
4.5,0.19,2.22,-13.2896373148823,-13.4778571099817
4.5,0.19,2.2225,-13.2867455110386,-13.4761737602584
4.5,0.19,2.225,-13.2838862676111,-13.4745010257693
4.5,0.19,2.2275,-13.2810592460464,-13.4728390270463
4.5,0.19,2.23,-13.2782640936072,-13.4711878853882
4.5,0.19,2.2325,-13.2755004451364,-13.4695477228853
4.5,0.19,2.235,-13.2727679247689,-13.4679186624438
4.5,0.19,2.2375,-13.2700661475842,-13.466300827812
4.5,0.19,2.24,-13.2673947211978,-13.4646943436063
4.5,0.19,2.2425,-13.2647532472878,-13.4630993353388
4.5,0.19,2.245,-13.2621413230527,-13.4615159294453
4.5,0.19,2.2475,-13.259558542601,-13.4599442533147
4.5,0.19,2.25,-13.2570044982696,-13.4583844353188
4.5,0.19,2.2525,-13.2544787818702,-13.4568366048433
4.5,0.19,2.255,-13.2519809858656,-13.4553008923199
4.5,0.19,2.2575,-13.249510704473,-13.4537774292593
4.5,0.19,2.26,-13.2470675346983,-13.4522663482851
4.5,0.19,2.2625,-13.2446510773,-13.4507677831696
4.5,0.19,2.265,-13.2422609376856,-13.4492818688694
4.5,0.19,2.2675,-13.239896726741,-13.4478087415636
4.5,0.19,2.27,-13.2375580615967,-13.4463485386921
4.5,0.19,2.2725,-13.2352445663303,-13.4449013989963
4.5,0.19,2.275,-13.2329558726105,-13.4434674625599
4.5,0.19,2.2775,-13.2306916202826,-13.4420468708521
4.5,0.19,2.28,-13.2284514579,-13.4406397667716
4.5,0.19,2.2825,-13.2262350432027,-13.4392462946926
4.5,0.19,2.285,-13.2240420435467,-13.4378666005118
4.5,0.19,2.2875,-13.2218721362867,-13.4365008316974
4.5,0.19,2.29,-13.2197250091146,-13.4351491373397
4.5,0.19,2.2925,-13.2176003603565,-13.4338116682032
4.5,0.19,2.295,-13.2154978992311,-13.4324885767808
4.5,0.19,2.2975,-13.2134173460727,-13.4311800173496
4.5,0.19,2.3,-13.2113584325199,-13.4298861460289
4.5,0.19,2.3025,-13.2093209016743,-13.4286071208402
4.5,0.19,2.305,-13.2073045082301,-13.4273431017686
4.5,0.19,2.3075,-13.2053090185785,-13.4260942508275
4.5,0.19,2.31,-13.2033342108876,-13.424860732125
4.5,0.19,2.3125,-13.201379875162,-13.4236427119323
4.5,0.19,2.315,-13.1994458132819,-13.4224403587551
4.5,0.19,2.3175,-13.1975318390256,-13.4212538434074
4.5,0.19,2.32,-13.1956377780769,-13.4200833390878
4.5,0.19,2.3225,-13.1937634680184,-13.418929021459
4.5,0.19,2.325,-13.1919087583139,-13.4177910687292
4.5,0.19,2.3275,-13.19007351028,-13.4166696617379
4.5,0.19,2.33,-13.18825759705,-13.4155649840433
4.5,0.19,2.3325,-13.1864609035306,-13.4144772220145
4.5,0.19,2.335,-13.1846833263529,-13.4134065649255
4.5,0.19,2.3375,-13.1829247738199,-13.4123532050543
4.5,0.19,2.34,-13.1811851658501,-13.4113173377842
4.5,0.19,2.3425,-13.1794644339205,-13.4102991617104
4.5,0.19,2.345,-13.1777625210084,-13.4092988787491
4.5,0.19,2.3475,-13.1760793815337,-13.4083166942522
4.5,0.19,2.35,-13.1744149813027,-13.4073528171254
4.5,0.19,2.3525,-13.1727692974546,-13.4064074599512
4.5,0.19,2.355,-13.171142318411,-13.4054808391169
4.5,0.19,2.3575,-13.1695340438292,-13.4045731749469
4.5,0.19,2.36,-13.1679444845612,-13.403684691841
4.5,0.19,2.3625,-13.1663736626175,-13.4028156184178
4.5,0.19,2.365,-13.164821611138,-13.4019661876636
4.5,0.19,2.3675,-13.1632883743692,-13.4011366370873
4.5,0.19,2.37,-13.1617740076493,-13.4003272088821
4.5,0.19,2.3725,-13.1602785774021,-13.3995381500927
4.5,0.19,2.375,-13.1588021611388,-13.3987697127905
4.5,0.19,2.3775,-13.1573448474699,-13.3980221542548
4.5,0.19,2.38,-13.1559067361269,-13.3972957371623
4.5,0.19,2.3825,-13.1544879379944,-13.3965907297841
4.5,0.19,2.385,-13.1530885751537,-13.3959074061913
4.5,0.19,2.3875,-13.1517087809371,-13.3952460464683
4.5,0.19,2.39,-13.1503486999954,-13.3946069369365
4.5,0.19,2.3925,-13.1490084883773,-13.3939903703862
4.5,0.19,2.395,-13.1476883136223,-13.3933966463194
4.5,0.19,2.3975,-13.1463883548671,-13.3928260712026
4.5,0.19,2.4,-13.1451088029667,-13.3922789587309
4.5,0.19,2.4025,-13.1438498606296,-13.3917556301031
4.5,0.19,2.405,-13.1426117425698,-13.39125641431
4.5,0.19,2.4075,-13.141394675673,-13.390781648434
4.5,0.19,2.41,-13.140198899181,-13.3903316779639
4.5,0.19,2.4125,-13.139024664893,-13.389906857122
4.5,0.19,2.415,-13.1378722373846,-13.3895075492079
4.5,0.19,2.4175,-13.1367418942462,-13.3891341269569
4.5,0.19,2.42,-13.13563392634,-13.3887869729147
4.5,0.19,2.4225,-13.1345486380789,-13.3884664798308
4.5,0.19,2.425,-13.133486347725,-13.3881730510692
4.5,0.19,2.4275,-13.1324473877113,-13.3879071010391
4.5,0.19,2.43,-13.1314321049862,-13.3876690556454
4.5,0.19,2.4325,-13.1304408613824,-13.387459352762
4.5,0.19,2.435,-13.1294740340107,-13.3872784427268
4.5,0.19,2.4375,-13.1285320156807,-13.3871267888618
4.5,0.19,2.44,-13.1276152153491,-13.3870048680181
4.5,0.19,2.4425,-13.1267240585969,-13.3869131711483
4.5,0.19,2.445,-13.1258589881375,-13.3868522039075
4.5,0.19,2.4475,-13.125020464357,-13.3868224872849
4.5,0.19,2.45,-13.1242089658873,-13.3868245582668
4.5,0.19,2.4525,-13.1234249902164,-13.3868589705344
4.5,0.19,2.455,-13.1226690543346,-13.3869262951978
4.5,0.19,2.4575,-13.1219416954211,-13.3870271215677
4.5,0.19,2.46,-13.1212434715722,-13.3871620579686
4.5,0.19,2.4625,-13.120574962573,-13.3873317325946
4.5,0.19,2.465,-13.1199367707168,-13.3875367944121
4.5,0.19,2.4675,-13.1193295216728,-13.3877779141106
4.5,0.19,2.47,-13.1187538654068,-13.3880557851059
4.5,0.19,2.4725,-13.1182104771567,-13.3883711245995
4.5,0.19,2.475,-13.1177000584678,-13.3887246746958
4.5,0.19,2.4775,-13.1172233382896,-13.3891172035835
4.5,0.19,2.48,-13.1167810741397,-13.3895495067839
4.5,0.19,2.4825,-13.1163740533388,-13.3900224084708
4.5,0.19,2.485,-13.1160030943198,-13.3905367628675
4.5,0.19,2.4875,-13.1156690480191,-13.3910934557256
4.5,0.19,2.49,-13.1153727993519,-13.3916934058916
4.5,0.19,2.4925,-13.11511526878,-13.3923375669675
4.5,0.19,2.495,-13.1148974139777,-13.3930269290721
4.5,0.19,2.4975,-13.1147202316018,-13.3937625207099
4.5,0.19,2.5,-13.1145847591739,-13.3945454107562
4.5,0.19,2.5025,-13.114492077083,-13.3953767105658
4.5,0.19,2.505,-13.1144433107171,-13.3962575762159
4.5,0.19,2.5075,-13.1144396327331,-13.3971892108919
4.5,0.19,2.51,-13.1144822654747,-13.3981728674285
4.5,0.19,2.5125,-13.1145724835515,-13.3992098510164
4.5,0.19,2.515,-13.1147116165893,-13.4003015220888
4.5,0.19,2.5175,-13.1149010521658,-13.401449299401
4.5,0.19,2.52,-13.1151422389471,-13.4026546633199
4.5,0.19,2.5225,-13.1154366900393,-13.4039191593379
4.5,0.19,2.525,-13.1157859865741,-13.4052444018324
4.5,0.19,2.5275,-13.1161917815459,-13.4066320780888
4.5,0.19,2.53,-13.116655803923,-13.4080839526113
4.5,0.19,2.5325,-13.1171798630543,-13.409601871743
4.5,0.19,2.535,-13.1177658533974,-13.4111877686259
4.5,0.19,2.5375,-13.1184157595954,-13.412843668526
4.5,0.19,2.54,-13.1191316619331,-13.4145716945594
4.5,0.19,2.5425,-13.1199157422057,-13.4163740738527
4.5,0.19,2.545,-13.1207702900375,-13.4182531441788
4.5,0.19,2.5475,-13.1216977096907,-13.4202113611104
4.5,0.19,2.55,-13.1227005274101,-13.4222513057405
4.5,0.19,2.5525,-13.1237813993537,-13.4243756930223
4.5,0.19,2.555,-13.124943120164,-13.4265873807895
4.5,0.19,2.5575,-13.1261886322422,-13.4288893795204
4.5,0.19,2.56,-13.1275210357938,-13.4312848629226
4.5,0.19,2.5625,-13.1289435997215,-13.4337771794166
4.5,0.19,2.565,-13.1304597734507,-13.4363698646129
4.5,0.19,2.5675,-13.1320731997822,-13.4390666548824
4.5,0.19,2.57,-13.1337877288798,-13.4418715021355
4.5,0.19,2.5725,-13.1356074335096,-13.4447885899392
4.5,0.19,2.575,-13.1375366256668,-13.4478223511142
4.5,0.19,2.5775,-13.1395798747394,-13.4509774869767
4.5,0.19,2.58,-13.1417420273779,-13.4542589884071
4.5,0.19,2.5825,-13.1440282292622,-13.4576721589515
4.5,0.19,2.585,-13.1464439489827,-13.4612226401925
4.5,0.19,2.5875,-13.1489950042774,-13.4649164396526
4.5,0.19,2.59,-13.1516875909062,-13.4687599615332
4.5,0.19,2.5925,-13.1545283144744,-13.4727600406334
4.5,0.19,2.595,-13.1575242255674,-13.4769239798391
4.5,0.19,2.5975,-13.160682858606,-13.4812595916332
4.5,0.19,2.6,-13.1640122748924,-13.4857752441393
4.5,0.19,2.6025,-13.1675211103854,-13.4904799122913
4.5,0.19,2.605,-13.1712186288252,-13.4953832348092
4.5,0.19,2.6075,-13.1751147809217,-13.5004955777663
4.5,0.19,2.61,-13.1792202704302,-13.505828105659
4.5,0.19,2.6125,-13.1835466280722,-13.5113928610362
4.5,0.19,2.615,-13.1881062944106,-13.5172028539161
4.5,0.19,2.6175,-13.1929127129724,-13.5232721624287
4.5,0.19,2.62,-13.1979804351306,-13.5296160463639
4.5,0.19,2.6225,-13.2033252385136,-13.5362510756024
4.5,0.19,2.625,-13.2089642610253,-13.5431952757541
4.5,0.19,2.6275,-13.2149161529253,-13.5504682937594
4.5,0.19,2.63,-13.2212012498732,-13.5580915867169
4.5,0.19,2.6325,-13.22784177038,-13.5660886378269
4.5,0.19,2.635,-13.2348620417694,-13.5744852040977
4.5,0.19,2.6375,-13.2422887595539,-13.583309601393
4.5,0.19,2.64,-13.2501512861142,-13.5925930335391
4.5,0.19,2.6425,-13.2584819957758,-13.6023699736212
4.5,0.19,2.645,-13.2673166748677,-13.6126786073507
4.5,0.19,2.6475,-13.2766949871944,-13.6235613505649
4.5,0.19,2.65,-13.286661017655,-13.6350654556572
4.5,0.19,2.6525,-13.2972639096225,-13.6472437251821
4.5,0.19,2.655,-13.3085586153212,-13.6601553552463
4.5,0.19,2.6575,-13.3206067830209,-13.6738669368612
4.5,0.19,2.66,-13.3334778106931,-13.6884536505699
4.5,0.19,2.6625,-13.3472501032149,-13.7040006988617
4.5,0.19,2.665,-13.3620125797702,-13.7206050328461
4.5,0.19,2.6675,-13.3778664904498,-13.7383774452767
4.5,0.19,2.67,-13.3949276170961,-13.7574451225848
4.5,0.19,2.6725,-13.4133289543807,-13.7779547758414
4.5,0.19,2.675,-13.4332239945836,-13.8000765069665
4.5,0.19,2.6775,-13.4547907757452,-13.8240086154532
4.5,0.19,2.68,-13.4782369007332,-13.8499836171845
4.5,0.19,2.6825,-13.5038057981807,-13.8782758373639
4.5,0.19,2.685,-13.5317845802254,-13.9092110637421
4.5,0.19,2.6875,-13.5625139626979,-13.9431789176842
4.5,0.19,2.69,-13.5964008577984,-13.9806488380026
4.5,0.19,2.6925,-13.6339344333055,-14.0221909014895
4.5,0.19,2.695,-13.6757066560302,-14.0685031579362
4.5,0.19,2.6975,-13.7224385819101,-14.1204477743785
4.5,0.19,2.7,-13.7750138517406,-14.1790990937085
4.5,0.19,2.7025,-13.8345208026336,-14.2458076957698
4.5,0.19,2.705,-13.902303793598,-14.3222855048267
4.5,0.19,2.7075,-13.9800214559693,-14.4107171760958
4.5,0.19,2.71,-14.0697013024442,-14.5139001239258
4.5,0.19,2.7125,-14.1737580444251,-14.6354029222545
4.5,0.19,2.715,-14.2948854251096,-14.7796901012856
4.5,0.19,2.7175,-14.4355821690171,-14.9520348227595
4.5,0.19,2.72,-14.5966872296429,-15.1576683074344
4.5,0.19,2.7225,-14.7733308286428,-15.3985421484249
4.5,0.19,2.725,-14.9445343347083,-15.6631867857584
4.5,0.19,2.7275,-15.0497359441833,-15.89911356571
4.5,0.19,2.73,-14.9532168719301,-15.9574908810086
4.5,0.19,2.7325,-14.4618075083573,-15.5747426298163
4.5,0.19,2.735,-13.5467202190159,-14.6326711022773
4.5,0.19,2.7375,-12.5612361596033,-13.5121356367521
4.5,0.19,2.74,-11.8987142294576,-12.7028531766778
4.5,0.19,2.7425,-11.6127108679663,-12.3032005159437
4.5,0.19,2.745,-11.561935792343,-12.1734481087017
4.5,0.19,2.7475,-11.619621937647,-12.1775620822522
4.5,0.19,2.75,-11.7169655587583,-12.2383120187311
4.5,0.19,2.7525,-11.8230820352986,-12.31900588811
4.5,0.19,2.755,-11.9255623885852,-12.4035042300907
4.5,0.19,2.7575,-12.0201304827029,-12.4851589081715
4.5,0.19,2.76,-12.1059148002803,-12.5615725175761
4.5,0.19,2.7625,-12.1833867410563,-12.6322156738254
4.5,0.19,2.765,-12.2534784277795,-12.6973501414157
4.5,0.19,2.7675,-12.3172139232395,-12.7575419220063
4.5,0.19,2.77,-12.3755636740134,-12.8134430473631
4.5,0.19,2.7725,-12.4293955869241,-12.8656971580809
4.5,0.19,2.775,-12.4794670221653,-12.9149024629974
4.5,0.19,2.7775,-12.5264330424681,-12.9616011413443
4.5,0.19,2.78,-12.5708600629872,-13.0062805939826
4.5,0.19,2.7825,-12.613240252828,-13.0493796323506
4.5,0.19,2.785,-12.6540048371816,-13.0912963646352
4.5,0.19,2.7875,-12.6935356947686,-13.1323963117604
4.5,0.19,2.79,-12.7321751763837,-13.1730201439115
4.5,0.19,2.7925,-12.7702342705828,-13.2134908382536
4.5,0.19,2.795,-12.8079992890074,-13.2541202456707
4.5,0.19,2.7975,-12.8457372171665,-13.2952151284601
4.5,0.19,2.8,-12.883699811153,-13.3370827444758
4.5,0.19,2.8025,-12.922126427866,-13.3800360291453
4.5,0.19,2.805,-12.9612454536835,-13.424398371016
4.5,0.19,2.8075,-13.0012740325186,-13.4705078829966
4.5,0.19,2.81,-13.0424155680052,-13.5187209226544
4.5,0.19,2.8125,-13.0848541543684,-13.5694143785325
4.5,0.19,2.815,-13.1287446301523,-13.6229858615023
4.5,0.19,2.8175,-13.1741962836333,-13.6798503330762
4.5,0.19,2.82,-13.2212472821718,-13.7404307262958
4.5,0.19,2.8225,-13.2698255456616,-13.8051385492127
4.5,0.19,2.825,-13.3196899373796,-13.8743379705462
4.5,0.19,2.8275,-13.370343282492,-13.9482829883932
4.5,0.19,2.83,-13.4209060884182,-14.0270113574724
4.5,0.19,2.8325,-13.4699378661224,-14.1101704299434
4.5,0.19,2.835,-13.515194135025,-14.1967391194501
4.5,0.19,2.8375,-13.5533171493412,-14.284599694019
4.5,0.19,2.84,-13.5794879258554,-14.3699133075184
4.5,0.19,2.8425,-13.587133072603,-14.4462910394406
4.5,0.19,2.845,-13.5678978458769,-14.5038835784709
4.5,0.19,2.8475,-13.5122519679502,-14.5288179757931
4.5,0.19,2.85,-13.411178369291,-14.5039073541315
4.5,0.19,2.8525,-13.2591507906827,-14.4119384440211
4.5,0.19,2.855,-13.0577666468837,-14.2421649495156
4.5,0.19,2.8575,-12.8182034464487,-13.9979614004263
4.5,0.19,2.86,-12.5602887953062,-13.7003608943042
4.5,0.19,2.8625,-12.3076161019103,-13.3830193454386
4.5,0.19,2.865,-12.0809604151659,-13.0806418938073
4.5,0.19,2.8675,-11.8934960189681,-12.8183961317135
4.5,0.19,2.87,-11.7497101346055,-12.6079142012357
4.5,0.19,2.8725,-11.6473160431804,-12.4494932270222
4.5,0.19,2.875,-11.58024159072,-12.3367960817174
4.5,0.19,2.8775,-11.5411890605099,-12.2610236050549
4.5,0.19,2.88,-11.5232216865359,-12.213484642402
4.5,0.19,2.8825,-11.520482677159,-12.1867533567946
4.5,0.19,2.885,-11.528361911851,-12.1749602764176
4.5,0.19,2.8875,-11.5433887254223,-12.1736718833081
4.5,0.19,2.89,-11.5630268999098,-12.1796295343688
4.5,0.19,2.8925,-11.5854617799296,-12.1904778476462
4.5,0.19,2.895,-11.6094161677091,-12.2045321580751
4.5,0.19,2.8975,-11.6340043155822,-12.22059610209
4.5,0.19,2.9,-11.6586215173976,-12.2378249313659
4.5,0.19,2.9025,-11.6828629127809,-12.2556256402468
4.5,0.19,2.905,-11.70646476036,-12.2735849858376
4.5,0.19,2.9075,-11.7292623812249,-12.2914179678818
4.5,0.19,2.91,-11.7511602148656,-12.3089310542242
4.5,0.19,2.9125,-11.7721105703254,-12.3259959372273
4.5,0.19,2.915,-11.7920985778016,-12.3425307815405
4.5,0.19,2.9175,-11.8111315470689,-12.3584867970789
4.5,0.19,2.92,-11.8292314541371,-12.3738386022663
4.5,0.19,2.9225,-11.8464296485988,-12.3885772918063
4.5,0.19,2.925,-11.8627631384922,-12.402705440458
4.5,0.19,2.9275,-11.8782719967901,-12.4162334975862
4.5,0.19,2.93,-11.8929975659704,-12.4291771844166
4.5,0.19,2.9325,-11.9069812306165,-12.4415556167171
4.5,0.19,2.935,-11.9202635941208,-12.4533899539681
4.5,0.19,2.9375,-11.9328839424253,-12.4647024316846
4.5,0.19,2.94,-11.9448799110293,-12.4755156731823
4.5,0.19,2.9425,-11.9562872952199,-12.4858522054449
4.5,0.19,2.945,-11.9671399604366,-12.4957341241579
4.5,0.19,2.9475,-11.9774698218369,-12.5051828677082
4.5,0.19,2.95,-11.9873068708655,-12.51421907065
4.5,0.19,2.9525,-11.9966792329205,-12.5228624749276
4.5,0.19,2.955,-12.0056132447596,-12.5311318828538
4.5,0.19,2.9575,-12.0141335435695,-12.5390451400267
4.5,0.19,2.96,-12.022263162004,-12.5466191394584
4.5,0.19,2.9625,-12.030023625216,-12.5538698404701
4.5,0.19,2.965,-12.0374350471536,-12.5608122975984
4.5,0.19,2.9675,-12.0445162242931,-12.5674606960169
4.5,0.19,2.97,-12.0512847256237,-12.5738283909099
4.5,0.19,2.9725,-12.0577569781683,-12.5799279489344
4.5,0.19,2.975,-12.0639483476508,-12.5857711904236
4.5,0.19,2.9775,-12.0698732141525,-12.5913692313746
4.5,0.19,2.98,-12.0755450427638,-12.5967325245506
4.5,0.19,2.9825,-12.0809764493425,-12.6018708992404
4.5,0.19,2.985,-12.086179261565,-12.6067935993814
4.5,0.19,2.9875,-12.0911645754989,-12.6115093198633
4.5,0.19,2.99,-12.095942807952,-12.6160262409203
4.5,0.19,2.9925,-12.1005237448621,-12.6203520605789
4.5,0.19,2.995,-12.1049165859971,-12.624494025174
4.5,0.19,2.9975,-12.1091299862258,-12.6284589579753
4.5,0.19,3,-12.1131720936145,-12.632253285991
4.5,0.2,2,-12.8458324096661,-12.9230129097551
4.5,0.2,2.0025,-12.843900586026,-12.9252372481328
4.5,0.2,2.005,-12.8420017818179,-12.9274485105826
4.5,0.2,2.0075,-12.8401357835643,-12.9296467849565
4.5,0.2,2.01,-12.8383023790265,-12.9318321601399
4.5,0.2,2.0125,-12.83650135721,-12.9340047260554
4.5,0.2,2.015,-12.834732508371,-12.9361645736675
4.5,0.2,2.0175,-12.8329956240218,-12.9383117949865
4.5,0.2,2.02,-12.8312904969371,-12.9404464830727
4.5,0.2,2.0225,-12.8296169211595,-12.9425687320407
4.5,0.2,2.025,-12.8279746920045,-12.9446786370632
4.5,0.2,2.0275,-12.8263636060667,-12.946776294376
4.5,0.2,2.03,-12.8247834612243,-12.9488618012814
4.5,0.2,2.0325,-12.8232340566449,-12.9509352561528
4.5,0.2,2.035,-12.8217151927901,-12.9529967584389
4.5,0.2,2.0375,-12.8202266714205,-12.9550464086681
4.5,0.2,2.04,-12.8187682956009,-12.9570843084524
4.5,0.2,2.0425,-12.8173398697046,-12.9591105604917
4.5,0.2,2.045,-12.8159411994183,-12.9611252685784
4.5,0.2,2.0475,-12.8145720917464,-12.9631285376015
4.5,0.2,2.05,-12.8132323550159,-12.9651204735506
4.5,0.2,2.0525,-12.8119217988804,-12.9671011835207
4.5,0.2,2.055,-12.8106402343244,-12.9690707757162
4.5,0.2,2.0575,-12.8093874736678,-12.9710293594553
4.5,0.2,2.06,-12.8081633305697,-12.9729770451746
4.5,0.2,2.0625,-12.806967620033,-12.9749139444328
4.5,0.2,2.065,-12.8058001584077,-12.9768401699161
4.5,0.2,2.0675,-12.8046607633953,-12.9787558354415
4.5,0.2,2.07,-12.8035492540526,-12.9806610559622
4.5,0.2,2.0725,-12.8024654507956,-12.9825559475714
4.5,0.2,2.075,-12.8014091754032,-12.984440627507
4.5,0.2,2.0775,-12.8003802510207,-12.9863152141563
4.5,0.2,2.08,-12.799378502164,-12.9881798270601
4.5,0.2,2.0825,-12.7984037547228,-12.9900345869177
4.5,0.2,2.085,-12.7974558359643,-12.9918796155911
4.5,0.2,2.0875,-12.7965345745369,-12.9937150361098
4.5,0.2,2.09,-12.7956398004738,-12.9955409726756
4.5,0.2,2.0925,-12.794771345196,-12.9973575506669
4.5,0.2,2.095,-12.7939290415167,-12.9991648966438
4.5,0.2,2.0975,-12.7931127236438,-13.0009631383525
4.5,0.2,2.1,-12.792322227184,-13.0027524047303
4.5,0.2,2.1025,-12.7915573891462,-13.0045328259107
4.5,0.2,2.105,-12.7908180479445,-13.0063045332275
