"$e_r []","TraceW [mm]","Freq [GHz]","re(Zin) []","im(Zin) []"
4.3,0.16,2.2525,36.5454574404273,-11.3234402371179
4.3,0.16,2.255,36.5223081067521,-11.3156828725331
4.3,0.16,2.2575,36.4990858888286,-11.3078463930855
4.3,0.16,2.26,36.4757888892326,-11.2999355848244
4.3,0.16,2.2625,36.4524153144052,-11.2919555918599
4.3,0.16,2.265,36.4289635024242,-11.2839119297971
4.3,0.16,2.2675,36.4054319537123,-11.2758104978967
4.3,0.16,2.27,36.3818193647957,-11.2676575895867
4.3,0.16,2.2725,36.358124665196,-11.2594599009037
4.3,0.16,2.275,36.3343470574989,-11.2512245363955
4.3,0.16,2.2775,36.3104860605925,-11.2429590119706
4.3,0.16,2.28,36.2865415560091,-11.2346712541338
4.3,0.16,2.2825,36.2625138372311,-11.226369595009
4.3,0.16,2.285,36.2384036617348,-11.2180627625125
4.3,0.16,2.2875,36.2142123054504,-11.2097598650154
4.3,0.16,2.29,36.1899416192025,-11.2014703698188
4.3,0.16,2.2925,36.1655940865729,-11.1932040747646
4.3,0.16,2.295,36.1411728824907,-11.1849710723248
4.3,0.16,2.2975,36.1166819317109,-11.1767817055517
4.3,0.16,2.3,36.09212596619,-11.1686465153395
4.3,0.16,2.3025,36.0675105802141,-11.1605761785448
4.3,0.16,2.305,36.0428422819831,-11.1525814366431
4.3,0.16,2.3075,36.0181285402106,-11.144673014764
4.3,0.16,2.31,35.9933778241754,-11.1368615311523
4.3,0.16,2.3125,35.9685996355568,-11.129157397341
4.3,0.16,2.315,35.9438045303186,-11.1215707095992
4.3,0.16,2.3175,35.9190041288831,-11.1141111325267
4.3,0.16,2.32,35.8942111128675,-11.1067877760002
4.3,0.16,2.3225,35.8694392067443,-11.0996090670265
4.3,0.16,2.325,35.8447031429544,-11.092582618416
4.3,0.16,2.3275,35.8200186092378,-11.0857150965346
4.3,0.16,2.33,35.7954021772679,-11.0790120907132
4.3,0.16,2.3325,35.7708712120691,-11.0724779871733
4.3,0.16,2.335,35.7464437621728,-11.0661158505357
4.3,0.16,2.3375,35.7221384309933,-11.0599273161161
4.3,0.16,2.34,35.6979742304914,-11.0539124962359
4.3,0.16,2.3425,35.6739704187971,-11.0480699036969
4.3,0.16,2.345,35.6501463240762,-11.0423963953571
4.3,0.16,2.3475,35.6265211575086,-11.0368871384066
4.3,0.16,2.35,35.6031138187758,-11.0315356014789
4.3,0.16,2.3525,35.5799426979022,-11.026333572147
4.3,0.16,2.355,35.5570254776216,-11.0212712016758
4.3,0.16,2.3575,35.5343789406372,-11.0163370771425
4.3,0.16,2.36,35.5120187861812,-11.0115183202391
4.3,0.16,2.3625,35.4899594601535,-11.0068007112629
4.3,0.16,2.365,35.4682140028272,-11.0021688360214
4.3,0.16,2.3675,35.446793917659,-10.9976062526713
4.3,0.16,2.37,35.4257090641538,-10.9930956748991
4.3,0.16,2.3725,35.4049675770316,-10.9886191673783
4.3,0.16,2.375,35.3845758131597,-10.9841583491138
4.3,0.16,2.3775,35.3645383268904,-10.9796946001315
4.3,0.16,2.38,35.3448578736128,-10.9752092669855
4.3,0.16,2.3825,35.3255354405293,-10.9706838627389
4.3,0.16,2.385,35.3065703029437,-10.9661002574032
4.3,0.16,2.3875,35.2879601037105,-10.9614408552841
4.3,0.16,2.39,35.2697009529934,-10.9566887562367
4.3,0.16,2.3925,35.2517875450961,-10.9518278984637
4.3,0.16,2.395,35.2342132888985,-10.9468431811516
4.3,0.16,2.3975,35.2169704483309,-10.9417205659074
4.3,0.16,2.4,35.2000502893488,-10.9364471566028
4.3,0.16,2.4025,35.1834432300216,-10.9310112578263
4.3,0.16,2.405,35.1671389905839,-10.9254024126703
4.3,0.16,2.4075,35.1511267406232,-10.919611421028
4.3,0.16,2.41,35.1353952409427,-10.9136303399294
4.3,0.16,2.4125,35.1199329780443,-10.9074524677143
4.3,0.16,2.415,35.1047282895887,-10.9010723140161
4.3,0.16,2.4175,35.0897694796033,-10.8944855576232
4.3,0.16,2.42,35.0750449225927,-10.8876889943087
4.3,0.16,2.4225,35.0605431560712,-10.8806804766718
4.3,0.16,2.425,35.0462529613536,-10.8734588479411
4.3,0.16,2.4275,35.0321634327187,-10.8660238715553
4.3,0.16,2.43,35.0182640352906,-10.8583761581714
4.3,0.16,2.4325,35.0045446521696,-10.8505170915678
4.3,0.16,2.435,34.9909956214844,-10.8424487547206
4.3,0.16,2.4375,34.9776077641398,-10.8341738571348
4.3,0.16,2.44,34.9643724030994,-10.8256956643273
4.3,0.16,2.4425,34.9512813750748,-10.8170179301781
4.3,0.16,2.445,34.9383270355007,-10.8081448327019
4.3,0.16,2.4475,34.9255022576598,-10.7990809136432
4.3,0.16,2.45,34.9128004267888,-10.7898310221658
4.3,0.16,2.4525,34.9002154299521,-10.7804002627906
4.3,0.16,2.455,34.8877416424137,-10.7707939476413
4.3,0.16,2.4575,34.8753739111808,-10.7610175529721
4.3,0.16,2.46,34.8631075363238,-10.7510766798889
4.3,0.16,2.4625,34.850938250619,-10.74097701912
4.3,0.16,2.465,34.8388621979916,-10.7307243196557
4.3,0.16,2.4675,34.826875911178,-10.7203243610433
4.3,0.16,2.47,34.8149762889691,-10.7097829291087
4.3,0.16,2.4725,34.8031605733391,-10.6991057948613
4.3,0.16,2.475,34.7914263267185,-10.6882986963344
4.3,0.16,2.4775,34.7797714096229,-10.6773673231144
4.3,0.16,2.48,34.7681939588081,-10.6663173033158
4.3,0.16,2.4825,34.7566923660896,-10.655154192768
4.3,0.16,2.485,34.7452652579295,-10.6438834661892
4.3,0.16,2.4875,34.7339114758684,-10.6325105101337
4.3,0.16,2.49,34.7226300578577,-10.6210406175166
4.3,0.16,2.4925,34.7114202205238,-10.6094789835276
4.3,0.16,2.495,34.7002813423848,-10.5978307027639
4.3,0.16,2.4975,34.6892129480203,-10.586100767426
4.3,0.16,2.5,34.6782146931883,-10.5742940664318
4.3,0.16,2.5025,34.6672863508718,-10.5624153853193
4.3,0.16,2.505,34.6564277982299,-10.5504694068207
4.3,0.16,2.5075,34.6456390044254,-10.5384607120023
4.3,0.16,2.51,34.6349200192932,-10.5263937818757
4.3,0.16,2.5125,34.6242709628135,-10.5142729993964
4.3,0.16,2.515,34.6136920153513,-10.5021026517756
4.3,0.16,2.5175,34.6031834086211,-10.4898869330385
4.3,0.16,2.52,34.5927454173382,-10.4776299467729
4.3,0.16,2.5225,34.5823783515148,-10.4653357090165
4.3,0.16,2.525,34.572082549363,-10.4530081512393
4.3,0.16,2.5275,34.5618583707647,-10.4406511233829
4.3,0.16,2.53,34.5517061912729,-10.4282683969244
4.3,0.16,2.5325,34.5416263966069,-10.415863667936
4.3,0.16,2.535,34.5316193776088,-10.4034405601174
4.3,0.16,2.5375,34.5216855256279,-10.3910026277796
4.3,0.16,2.54,34.511825228303,-10.3785533587638
4.3,0.16,2.5425,34.5020388657129,-10.366096177282
4.3,0.16,2.545,34.4923268068696,-10.3536344466655
4.3,0.16,2.5475,34.4826894065269,-10.3411714720147
4.3,0.16,2.55,34.4731270022831,-10.3287105027404
4.3,0.16,2.5525,34.463639911954,-10.3162547349918
4.3,0.16,2.555,34.4542284311974,-10.3038073139668
4.3,0.16,2.5575,34.4448928313702,-10.2913713361004
4.3,0.16,2.56,34.4356333576003,-10.2789498511307
4.3,0.16,2.5625,34.4264502270588,-10.266545864039
4.3,0.16,2.565,34.4173436274174,-10.2541623368651
4.3,0.16,2.5675,34.4083137154781,-10.2418021903971
4.3,0.16,2.57,34.3993606159644,-10.2294683057359
4.3,0.16,2.5725,34.3904844204616,-10.2171635257361
4.3,0.16,2.575,34.3816851864987,-10.2048906563238
4.3,0.16,2.5775,34.3729629367626,-10.1926524676925
4.3,0.16,2.58,34.3643176584363,-10.1804516953808
4.3,0.16,2.5825,34.3557493026565,-10.16829104123
4.3,0.16,2.585,34.3472577840833,-10.1561731742278
4.3,0.16,2.5875,34.3388429805784,-10.1441007312366
4.3,0.16,2.59,34.3305047329863,-10.1320763176105
4.3,0.16,2.5925,34.3222428450177,-10.1201025077014
4.3,0.16,2.595,34.3140570832298,-10.1081818452581
4.3,0.16,2.5975,34.3059471771043,-10.0963168437184
4.3,0.16,2.6,34.2979128192192,-10.0845099863969
4.3,0.16,2.6025,34.2899536655175,-10.072763726571
4.3,0.16,2.605,34.2820693356692,-10.0610804874646
4.3,0.16,2.6075,34.2742594135299,-10.0494626621346
4.3,0.16,2.61,34.2665234476967,-10.0379126132576
4.3,0.16,2.6125,34.2588609521634,-10.0264326728217
4.3,0.16,2.615,34.2512714070766,-10.0150251417224
4.3,0.16,2.6175,34.2437542595985,-10.0036922892656
4.3,0.16,2.62,34.2363089248769,-9.99243635257695
4.3,0.16,2.6225,34.2289347871296,-9.98125953591991
4.3,0.16,2.625,34.2216312008465,-9.97016400992282
4.3,0.16,2.6275,34.214397492116,-9.95915191071603
4.3,0.16,2.63,34.207232960082,-9.94822533897936
4.3,0.16,2.6325,34.200136878538,-9.93738635890077
4.3,0.16,2.635,34.1931084976663,-9.92663699704672
4.3,0.16,2.6375,34.1861470459318,-9.91597924114445
4.3,0.16,2.64,34.1792517321383,-9.90541503877644
4.3,0.16,2.6425,34.1724217476579,-9.89494629598746
4.3,0.16,2.645,34.1656562688455,-9.8845748758042
4.3,0.16,2.6475,34.1589544596494,-9.87430259666754
4.3,0.16,2.65,34.152315474431,-9.86413123077736
4.3,0.16,2.6525,34.1457384610091,-9.85406250235006
4.3,0.16,2.655,34.1392225639416,-9.84409808578819
4.3,0.16,2.6575,34.1327669280647,-9.8342396037627
4.3,0.16,2.66,34.1263707023035,-9.82448862520664
4.3,0.16,2.6625,34.1200330437772,-9.81484666322089
4.3,0.16,2.665,34.1137531222169,-9.80531517289104
4.3,0.16,2.6675,34.1075301247207,-9.79589554901528
4.3,0.16,2.67,34.1013632608701,-9.78658912374306
4.3,0.16,2.6725,34.0952517682338,-9.77739716412369
4.3,0.16,2.675,34.0891949182888,-9.76832086956514
4.3,0.16,2.6775,34.0831920227897,-9.75936136920234
4.3,0.16,2.68,34.0772424406205,-9.75051971917431
4.3,0.16,2.6825,34.071345585165,-9.74179689981085
4.3,0.16,2.685,34.0655009322377,-9.73319381272716
4.3,0.16,2.6875,34.0597080286176,-9.72471127782752
4.3,0.16,2.69,34.0539665012332,-9.71635003021706
4.3,0.16,2.6925,34.0482760670503,-9.70811071702217
4.3,0.16,2.695,34.0426365437201,-9.69999389411928
4.3,0.16,2.6975,34.0370478610494,-9.69200002277269
4.3,0.16,2.7,34.0315100733593,-9.68412946618169
4.3,0.16,2.7025,34.0260233728098,-9.67638248593814
4.3,0.16,2.705,34.0205881037684,-9.66875923839462
4.3,0.16,2.7075,34.0152047783149,-9.66125977094564
4.3,0.16,2.71,34.0098740929785,-9.65388401822262
4.3,0.16,2.7125,34.0045969468174,-9.64663179820536
4.3,0.16,2.715,33.9993744609589,-9.63950280825238
4.3,0.16,2.7175,33.9942079997318,-9.63249662105343
4.3,0.16,2.72,33.9890991935369,-9.62561268050829
4.3,0.16,2.7225,33.9840499636171,-9.61885029753645
4.3,0.16,2.725,33.9790625489035,-9.61220864582355
4.3,0.16,2.7275,33.9741395351391,-9.60568675751155
4.3,0.16,2.73,33.9692838864962,-9.59928351884107
4.3,0.16,2.7325,33.9644989799369,-9.59299766575555
4.3,0.16,2.735,33.9597886425865,-9.58682777947924
4.3,0.16,2.7375,33.9551571924286,-9.58077228208325
4.3,0.16,2.74,33.9506094826619,-9.57482943205614
4.3,0.16,2.7425,33.9461509501032,-9.56899731989939
4.3,0.16,2.745,33.9417876680666,-9.56327386377122
4.3,0.16,2.7475,33.9375264042045,-9.55765680520705
4.3,0.16,2.75,33.9333746838561,-9.55214370495081
4.3,0.16,2.7525,33.9293408595198,-9.54673193893629
4.3,0.16,2.755,33.92543418715,-9.5414186944676
4.3,0.16,2.7575,33.9216649100676,-9.53620096665514
4.3,0.16,2.76,33.9180443513869,-9.53107555517592
4.3,0.16,2.7625,33.9145850159817,-9.52603906144056
4.3,0.16,2.765,33.9113007031633,-9.5210878862651
4.3,0.16,2.7675,33.908206631406,-9.51621822816651
4.3,0.16,2.77,33.9053195766585,-9.51142608242438
4.3,0.16,2.7725,33.902658026004,-9.50670724108173
4.3,0.16,2.775,33.900242348703,-9.50205729409266
4.3,0.16,2.7775,33.8980949869713,-9.49747163187136
4.3,0.16,2.78,33.8962406692117,-9.49294544954871
4.3,0.16,2.7825,33.8947066488676,-9.48847375331242
4.3,0.16,2.785,33.8935229725805,-9.4840513692895
4.3,0.16,2.7875,33.8927227819611,-9.47967295553257
4.3,0.16,2.79,33.8923426540211,-9.47533301780189
4.3,0.16,2.7925,33.8924229862061,-9.47102592999534
4.3,0.16,2.795,33.8930084330323,-9.46674596028238
4.3,0.16,2.7975,33.894148402626,-9.46248730425165
4.3,0.16,2.8,33.8958976230211,-9.4582441267066
4.3,0.16,2.8025,33.8983167899731,-9.45401061415318
4.3,0.16,2.805,33.9014733103688,-9.44978104054717
4.3,0.16,2.8075,33.9054421581607,-9.44554984954269
4.3,0.16,2.81,33.910306863267,-9.44131175734686
4.3,0.16,2.8125,33.9161606582303,-9.43706188141196
4.3,0.16,2.815,33.9231078128493,-9.43279590165641
4.3,0.16,2.8175,33.9312651937799,-9.42851026282592
4.3,0.16,2.82,33.9407640946483,-9.42420242913453
4.3,0.16,2.8225,33.9517523930329,-9.41987120568388
4.3,0.16,2.825,33.9643971044601,-9.41551714564755
4.3,0.16,2.8275,33.9788874212324,-9.41114306825181
4.3,0.16,2.83,33.995438346742,-9.40675472078777
4.3,0.16,2.8325,34.014295065606,-9.40236162911209
4.3,0.16,2.835,34.0357382288722,-9.397978196587
4.3,0.16,2.8375,34.0600903849383,-9.39362513299319
4.3,0.16,2.84,34.0877238552989,-9.3893313253223
4.3,0.16,2.8425,34.1190704462679,-9.38513630554836
4.3,0.16,2.845,34.1546335127003,-9.38109353261095
4.3,0.16,2.8475,34.1950030608834,-9.37727479630828
4.3,0.16,2.85,34.2408748148132,-9.37377618426299
4.3,0.16,2.8525,34.2930745020888,-9.37072625280938
4.3,0.16,2.855,34.3525890862256,-9.36829734601001
4.3,0.16,2.8575,34.4206073474872,-9.36672147551262
4.3,0.16,2.86,34.4985731962291,-9.36631291056778
4.3,0.16,2.8625,34.5882565500858,-9.36750080841149
4.3,0.16,2.865,34.6918487701091,-9.37087714895975
4.3,0.16,2.8675,34.8120929324953,-9.37726847877625
4.3,0.16,2.87,34.9524642594593,-9.3878455416826
4.3,0.16,2.8725,35.117423894737,-9.40429472716632
4.3,0.16,2.875,35.3127815758775,-9.429093241027
4.3,0.16,2.8775,35.5462222649439,-9.46596382908147
4.3,0.16,2.88,35.8280821997298,-9.52065139741613
4.3,0.16,2.8825,36.1725048869372,-9.60229982959895
4.3,0.16,2.885,36.5991639415536,-9.72599814296939
4.3,0.16,2.8875,37.1357637821191,-9.9177180362526
4.3,0.16,2.89,37.8212925029768,-10.2244017736805
4.3,0.16,2.8925,38.7084530384838,-10.7357087257628
4.3,0.16,2.895,39.8560607250728,-11.6329598693035
4.3,0.16,2.8975,41.2666351532646,-13.2979200366178
4.3,0.16,2.9,42.5724616648862,-16.4909553464941
4.3,0.16,2.9025,41.9275867938919,-22.0114171900593
4.3,0.16,2.905,35.8248092362369,-27.0608109349451
4.3,0.16,2.9075,27.9341086726144,-25.2935896085442
4.3,0.16,2.91,24.8106571138081,-20.369858341613
4.3,0.16,2.9125,24.6623797448207,-16.730148208217
4.3,0.16,2.915,25.3055135456555,-14.5211010193862
4.3,0.16,2.9175,26.0250295915989,-13.1687687004256
4.3,0.16,2.92,26.6542538675348,-12.2979189370647
4.3,0.16,2.9225,27.1729812912716,-11.7064577371183
4.3,0.16,2.925,27.5949162167822,-11.285291930799
4.3,0.16,2.9275,27.9384545737225,-10.9730074761465
4.3,0.16,2.93,28.2197297512848,-10.7333321428192
4.3,0.16,2.9325,28.4515545404108,-10.5438529350411
4.3,0.16,2.935,28.6438144155214,-10.3901512267417
4.3,0.16,2.9375,28.8040986153165,-10.2626176419074
4.3,0.16,2.94,28.9382606137831,-10.1546470172992
4.3,0.16,2.9425,29.0508543072043,-10.0615746049664
4.3,0.16,2.945,29.1454588541859,-9.98002658889812
4.3,0.16,2.9475,29.2249173008206,-9.90751081778904
4.3,0.16,2.95,29.2915117268233,-9.84215151299226
4.3,0.16,2.9525,29.3470924619124,-9.78251289254526
4.3,0.16,2.955,29.3931741801541,-9.72747921178035
4.3,0.16,2.9575,29.4310080261329,-9.67617148446185
4.3,0.16,2.96,29.461636278527,-9.62788858588726
4.3,0.16,2.9625,29.4859341828642,-9.58206489190385
4.3,0.16,2.965,29.5046422697297,-9.5382393399191
4.3,0.16,2.9675,29.518391550932,-9.49603251275632
4.3,0.16,2.97,29.5277233345526,-9.45512944500906
4.3,0.16,2.9725,29.5331049371019,-9.41526656919436
4.3,0.16,2.975,29.5349422398137,-9.37622169603116
4.3,0.16,2.9775,29.5335897970238,-9.33780624544548
4.3,0.16,2.98,29.5293590304768,-9.29985916593863
4.3,0.16,2.9825,29.5225249155112,-9.26224213368582
4.3,0.16,2.985,29.5133314703242,-9.22483573105634
4.3,0.16,2.9875,29.5019962887318,-9.18753638150898
4.3,0.16,2.99,29.4887143035314,-9.1502538735516
4.3,0.16,2.9925,29.4736609271193,-9.11290934709358
4.3,0.16,2.995,29.4569946850804,-9.07543364544775
4.3,0.16,2.9975,29.4388594346486,-9.03776595848591
4.3,0.16,3,29.4193862414652,-8.99985269914127
4.3,0.17,2,38.3344781927944,-11.0145970467073
4.3,0.17,2.0025,38.3099732393503,-11.0130371829464
4.3,0.17,2.005,38.2853969155942,-11.0116639576105
4.3,0.17,2.0075,38.2607659359059,-11.0104936585979
4.3,0.17,2.01,38.2360997741895,-11.0095413819193
4.3,0.17,2.0125,38.2114206394151,-11.008820540466
4.3,0.17,2.015,38.1867533572378,-11.0083423460516
4.3,0.17,2.0175,38.162125145312,-11.0081152839333
4.3,0.17,2.02,38.1375652740585,-11.0081446035961
4.3,0.17,2.0225,38.1131046104299,-11.0084318532406
4.3,0.17,2.025,38.0887750494682,-11.0089744875518
4.3,0.17,2.0275,38.0646088467112,-11.0097655783395
4.3,0.17,2.03,38.0406378731067,-11.0107936551084
4.3,0.17,2.0325,38.0168928221546,-11.0120426973244
4.3,0.17,2.035,37.9934024055587,-11.0134922922237
4.3,0.17,2.0375,37.9701925777823,-11.0151179619736
4.3,0.17,2.04,37.947285830857,-11.0168916526917
4.3,0.17,2.0425,37.9247005981768,-11.0187823663878
4.3,0.17,2.045,37.9024507998919,-11.0207569065588
4.3,0.17,2.0475,37.8805455534036,-11.0227807000957
4.3,0.17,2.05,37.8589890612903,-11.0248186532705
4.3,0.17,2.0525,37.8377806769635,-11.0268359983485
4.3,0.17,2.055,37.8169151367465,-11.0287990898388
4.3,0.17,2.0575,37.7963829370681,-11.0306761151094
4.3,0.17,2.06,37.776170827958,-11.0324376922187
4.3,0.17,2.0625,37.7562623895335,-11.0340573373367
4.3,0.17,2.065,37.7366386567664,-11.0355117939388
4.3,0.17,2.0675,37.7172787592453,-11.0367812250996
4.3,0.17,2.07,37.698160546333,-11.037849277933
4.3,0.17,2.0725,37.6792611733621,-11.0387030350661
4.3,0.17,2.075,37.6605576305627,-11.0393328718187
4.3,0.17,2.0775,37.6420272026051,-11.0397322395734
4.3,0.17,2.08,37.6236478524196,-11.0398973959128
4.3,0.17,2.0825,37.6053985279546,-11.0398271008586
4.3,0.17,2.085,37.587259394541,-11.0395222963537
4.3,0.17,2.0875,37.5692119984779,-11.0389857833991
4.3,0.17,2.09,37.5512393693969,-11.0382219083102
4.3,0.17,2.0925,37.5333260700122,-11.0372362666633
4.3,0.17,2.095,37.5154582021885,-11.0360354308434
4.3,0.17,2.0975,37.4976233780297,-11.0346267047936
4.3,0.17,2.1,37.4798106640779,-11.0330179076572
4.3,0.17,2.1025,37.4620105058526,-11.0312171864976
4.3,0.17,2.105,37.4442146389839,-11.0292328571602
4.3,0.17,2.1075,37.4264159921817,-11.0270732715562
4.3,0.17,2.11,37.408608586308,-11.0247467091469
4.3,0.17,2.1125,37.3907874329187,-11.0222612901344
4.3,0.17,2.115,37.3729484348455,-11.0196249077705
4.3,0.17,2.1175,37.3550882906965,-11.0168451772276
4.3,0.17,2.12,37.3372044045847,-11.013929398598
4.3,0.17,2.1225,37.3192948019181,-11.0108845317722
4.3,0.17,2.125,37.3013580517175,-11.0077171811559
4.3,0.17,2.1275,37.2833931956334,-11.0044335884162
4.3,0.17,2.13,37.26539968362,-11.001039631675
4.3,0.17,2.1325,37.2473773160633,-10.9975408297815
4.3,0.17,2.135,37.2293261920525,-10.9939423505059
4.3,0.17,2.1375,37.2112466634118,-10.9902490216745
4.3,0.17,2.14,37.1931392940682,-10.9864653444349
4.3,0.17,2.1425,37.175004824315,-10.9825955079848
4.3,0.17,2.145,37.1568441395256,-10.978643405221
4.3,0.17,2.1475,37.1386582428872,-10.974612648874
4.3,0.17,2.15,37.120448231741,-10.9705065877863
4.3,0.17,2.1525,37.1022152771395,-10.9663283230641
4.3,0.17,2.155,37.0839606062622,-10.9620807239009
4.3,0.17,2.1575,37.0656854873574,-10.9577664429211
4.3,0.17,2.16,37.0473912169097,-10.9533879309323
4.3,0.17,2.1625,37.0290791087593,-10.9489474510148
4.3,0.17,2.165,37.0107504849296,-10.9444470918996
4.3,0.17,2.1675,36.9924066679437,-10.9398887806096
4.3,0.17,2.17,36.9740489744345,-10.935274294357
4.3,0.17,2.1725,36.9556787098772,-10.9306052717013
4.3,0.17,2.175,36.9372971642899,-10.9258832229826
4.3,0.17,2.1775,36.9189056087708,-10.9211095400534
4.3,0.17,2.18,36.900505292752,-10.9162855053354
4.3,0.17,2.1825,36.8820974418685,-10.9114123002326
4.3,0.17,2.185,36.8636832563514,-10.9064910129339
4.3,0.17,2.1875,36.8452639098684,-10.9015226456392
4.3,0.17,2.19,36.8268405487425,-10.8965081212441
4.3,0.17,2.1925,36.8084142914893,-10.8914482895163
4.3,0.17,2.195,36.7899862286241,-10.8863439327987
4.3,0.17,2.1975,36.7715574226924,-10.8811957712705
4.3,0.17,2.2,36.7531289084864,-10.8760044677973
4.3,0.17,2.2025,36.7347016934159,-10.8707706324011
4.3,0.17,2.205,36.7162767580038,-10.8654948263766
4.3,0.17,2.2075,36.6978550564833,-10.8601775660814
4.3,0.17,2.21,36.679437517476,-10.854819326424
4.3,0.17,2.2125,36.6610250447335,-10.8494205440736
4.3,0.17,2.215,36.6426185179272,-10.8439816204129
4.3,0.17,2.2175,36.6242187934738,-10.8385029242534
4.3,0.17,2.22,36.6058267053871,-10.8329847943336
4.3,0.17,2.2225,36.5874430661454,-10.827427541615
4.3,0.17,2.225,36.5690686675683,-10.821831451394
4.3,0.17,2.2275,36.550704281696,-10.8161967852431
4.3,0.17,2.23,36.5323506616672,-10.8105237827956
4.3,0.17,2.2325,36.5140085425896,-10.8048126633866
4.3,0.17,2.235,36.4956786424019,-10.7990636275606
4.3,0.17,2.2375,36.4773616627227,-10.7932768584582
4.3,0.17,2.24,36.4590582896851,-10.7874525230903
4.3,0.17,2.2425,36.4407691947556,-10.7815907735087
4.3,0.17,2.245,36.4224950355359,-10.7756917478827
4.3,0.17,2.2475,36.4042364565466,-10.7697555714876
4.3,0.17,2.25,36.3859940899927,-10.7637823576135
4.3,0.17,2.2525,36.3677685565105,-10.7577722083995
4.3,0.17,2.255,36.3495604658956,-10.7517252156006
4.3,0.17,2.2575,36.3313704178129,-10.7456414612909
4.3,0.17,2.26,36.3131990024882,-10.73952101851
4.3,0.17,2.2625,36.295046801382,-10.733363951855
4.3,0.17,2.265,36.2769143878464,-10.7271703180248
4.3,0.17,2.2675,36.2588023277652,-10.7209401663176
4.3,0.17,2.27,36.2407111801781,-10.7146735390875
4.3,0.17,2.2725,36.2226414978904,-10.7083704721622
4.3,0.17,2.275,36.2045938280674,-10.7020309952248
4.3,0.17,2.2775,36.1865687128161,-10.6956551321631
4.3,0.17,2.28,36.1685666897536,-10.6892429013876
4.3,0.17,2.2825,36.1505882925646,-10.6827943161219
4.3,0.17,2.285,36.1326340515471,-10.6763093846665
4.3,0.17,2.2875,36.1147044941481,-10.6697881106382
4.3,0.17,2.29,36.0968001454912,-10.6632304931873
4.3,0.17,2.2925,36.078921528895,-10.6566365271935
4.3,0.17,2.295,36.0610691663844,-10.6500062034426
4.3,0.17,2.2975,36.0432435791959,-10.6433395087844
4.3,0.17,2.3,36.0254452882769,-10.6366364262743
4.3,0.17,2.3025,36.0076748147811,-10.6298969352989
4.3,0.17,2.305,35.9899326805596,-10.6231210116865
4.3,0.17,2.3075,35.9722194086501,-10.6163086278041
4.3,0.17,2.31,35.9545355237631,-10.6094597526412
