"$e_r []","TraceW [mm]","Freq [GHz]","re(Zin) []","im(Zin) []"
4.4,0.15,2.7475,33.3832512492079,-14.4251078414035
4.4,0.15,2.75,32.5719575649194,-14.2240723358479
4.4,0.15,2.7525,32.0257206165862,-13.7891336849492
4.4,0.15,2.755,31.7345080929425,-13.3210832415181
4.4,0.15,2.7575,31.6096906856266,-12.9125121901372
4.4,0.15,2.76,31.5759129853183,-12.5820226852752
4.4,0.15,2.7625,31.5872628208892,-12.3204597676623
4.4,0.15,2.765,31.6189800406412,-12.1130481850147
4.4,0.15,2.7675,31.6583936698792,-11.9465669392935
4.4,0.15,2.77,31.6992309612161,-11.8107641422721
4.4,0.15,2.7725,31.7385189323164,-11.6980616370625
4.4,0.15,2.775,31.7749713826389,-11.6029316268809
4.4,0.15,2.7775,31.8081576255868,-11.5213356944147
4.4,0.15,2.78,31.8380730942694,-11.4502990283471
4.4,0.15,2.7825,31.8649165624304,-11.3876055703006
4.4,0.15,2.785,31.8889745377764,-11.3315840342103
4.4,0.15,2.7875,31.910561853793,-11.2809581992466
4.4,0.15,2.79,31.9299920015458,-11.2347416817416
4.4,0.15,2.7925,31.9475632755529,-11.1921633379795
4.4,0.15,2.795,31.9635533105506,-11.1526138330751
4.4,0.15,2.7975,31.9782180139312,-11.1156069482569
4.4,0.15,2.8,31.9917927331975,-11.080751252924
4.4,0.15,2.8025,32.0044944928015,-11.047729146953
4.4,0.15,2.805,32.0165246803731,-11.0162812058795
4.4,0.15,2.8075,32.0280718640664,-10.9861943886207
4.4,0.15,2.81,32.0393145905593,-10.9572930952461
4.4,0.15,2.8125,32.0504241069947,-10.9294323574012
4.4,0.15,2.815,32.0615670029,-10.9024926501465
4.4,0.15,2.8175,32.0729077983921,-10.8763759602148
4.4,0.15,2.82,32.0846115233233,-10.8510028514862
4.4,0.15,2.8225,32.0968463446104,-10.8263103470635
4.4,0.15,2.825,32.1097863095429,-10.802250507975
4.4,0.15,2.8275,32.1236142838077,-10.7787896379615
4.4,0.15,2.83,32.1385251760522,-10.7559080872554
4.4,0.15,2.8325,32.1547295575504,-10.7336006702178
4.4,0.15,2.835,32.1724578074221,-10.7118777565546
4.4,0.15,2.8375,32.1919649425956,-10.6907671484784
4.4,0.15,2.84,32.2135363293104,-10.6703169228106
4.4,0.15,2.8425,32.2374945219175,-10.6505995060657
4.4,0.15,2.845,32.2642075379851,-10.6317173742525
4.4,0.15,2.8475,32.2940989595871,-10.6138109457099
4.4,0.15,2.85,32.3276603523036,-10.5970694927489
4.4,0.15,2.8525,32.3654666176527,-10.5817462798073
4.4,0.15,2.855,32.4081950385394,-10.5681797113515
4.4,0.15,2.8575,32.4566489263985,-10.5568231528106
4.4,0.15,2.86,32.5117868912962,-10.5482874527846
4.4,0.15,2.8625,32.5747587292751,-10.5434023409106
4.4,0.15,2.865,32.6469485153658,-10.5433062934676
4.4,0.15,2.8675,32.7300241652034,-10.5495799610768
4.4,0.15,2.87,32.8259892727131,-10.5644471760323
4.4,0.15,2.8725,32.9372247369412,-10.5910820314406
4.4,0.15,2.875,33.0664884695374,-10.6340836796251
4.4,0.15,2.8775,33.2167975952623,-10.7002159061956
4.4,0.15,2.88,33.3910181914581,-10.7995561718555
4.4,0.15,2.8825,33.5907653287592,-10.9472377723957
4.4,0.15,2.885,33.8137353669707,-11.1658945011296
4.4,0.15,2.8875,34.0476471427818,-11.488338799972
4.4,0.15,2.89,34.2576065725925,-11.9577073605258
4.4,0.15,2.8925,34.3641843874303,-12.6155504097738
4.4,0.15,2.895,34.2226129119456,-13.4563250049603
4.4,0.15,2.8975,33.6591599097018,-14.336257441262
4.4,0.15,2.9,32.6447636782733,-14.9372058828085
4.4,0.15,2.9025,31.4577465663374,-14.9894180820955
4.4,0.15,2.905,30.4802687203131,-14.5550071224108
4.4,0.15,2.9075,29.8701479132527,-13.9106214574269
4.4,0.15,2.91,29.5678214694597,-13.2727211346226
4.4,0.15,2.9125,29.4586329447647,-12.7286082293382
4.4,0.15,2.915,29.4542249403792,-12.2899969304656
4.4,0.15,2.9175,29.5015324762659,-11.9418513078907
4.4,0.15,2.92,29.5717787463432,-11.6645658784577
4.4,0.15,2.9225,29.6501393086252,-11.4410725732714
4.4,0.15,2.925,29.7292941789802,-11.2581386987846
4.4,0.15,2.9275,29.8058634982752,-11.1059140672206
4.4,0.15,2.93,29.8785174859728,-10.9771492348249
4.4,0.15,2.9325,29.9469868062205,-10.8664988234472
4.4,0.15,2.935,30.0115464302971,-10.7699888138138
4.4,0.15,2.9375,30.0727485142854,-10.6846309473068
4.4,0.15,2.94,30.1312877560196,-10.6081489814557
4.4,0.15,2.9425,30.1879387748011,-10.5387850487599
4.4,0.15,2.945,30.2435342380119,-10.4751620988762
4.4,0.15,2.9475,30.2989679575579,-10.4161853876813
4.4,0.15,2.95,30.3552158121308,-10.3609712634982
4.4,0.15,2.9525,30.4133726913774,-10.3087952800838
4.4,0.15,2.955,30.4747077251931,-10.2590543638715
4.4,0.15,2.9575,30.5407442500374,-10.2112398079933
4.4,0.15,2.96,30.6133766603576,-10.1649196898552
4.4,0.15,2.9625,30.6950455096449,-10.1197314749961
4.4,0.15,2.965,30.7890086474346,-10.0753890832521
4.4,0.15,2.9675,30.8997773943757,-10.0317157890772
4.4,0.15,2.97,31.0338496390861,-9.98873064319502
4.4,0.15,2.9725,31.2010065515657,-9.94685724756393
4.4,0.15,2.975,31.4167502417704,-9.90743719938788
4.4,0.15,2.9775,31.7072398918296,-9.8740779341076
4.4,0.15,2.98,32.1202598017131,-9.85657769701024
4.4,0.15,2.9825,32.7526446781855,-9.88420990948599
4.4,0.15,2.985,33.8297908830887,-10.0618080951825
4.4,0.15,2.9875,35.9690115943301,-10.9029209322569
4.4,0.15,2.99,40.1150867947241,-16.4758581629518
4.4,0.15,2.9925,25.3638427325545,-24.3031583388166
4.4,0.15,2.995,23.9648341244178,-14.3844361891444
4.4,0.15,2.9975,25.7650113130897,-11.9773562951958
4.4,0.15,3,26.7859932273832,-11.1345097837709
4.4,0.16,2,38.8054992058056,-12.0828023531034
4.4,0.16,2.0025,38.7820857235631,-12.0823694102496
4.4,0.16,2.005,38.7586793547792,-12.0818824688304
4.4,0.16,2.0075,38.7352802945497,-12.0813414249175
4.4,0.16,2.01,38.7118887399254,-12.0807461708065
4.4,0.16,2.0125,38.6885048899842,-12.0800965948228
4.4,0.16,2.015,38.6651289459064,-12.0793925811176
4.4,0.16,2.0175,38.6417611110543,-12.0786340094513
4.4,0.16,2.02,38.6184015910554,-12.0778207549649
4.4,0.16,2.0225,38.5950505938895,-12.0769526879378
4.4,0.16,2.025,38.5717083299801,-12.0760296735315
4.4,0.16,2.0275,38.5483750122906,-12.0750515715179
4.4,0.16,2.03,38.5250508564246,-12.0740182359911
4.4,0.16,2.0325,38.5017360807323,-12.0729295150619
4.4,0.16,2.035,38.4784309064211,-12.0717852505337
4.4,0.16,2.0375,38.4551355576723,-12.0705852775578
4.4,0.16,2.04,38.4318502617639,-12.0693294242674
4.4,0.16,2.0425,38.4085752491995,-12.0680175113888
4.4,0.16,2.045,38.3853107538438,-12.0666493518268
4.4,0.16,2.0475,38.3620570130651,-12.0652247502241
4.4,0.16,2.05,38.3388142678855,-12.0637435024916
4.4,0.16,2.0525,38.3155827631384,-12.0622053953079
4.4,0.16,2.055,38.2923627476352,-12.0606102055849
4.4,0.16,2.0575,38.2691544743398,-12.0589576998975
4.4,0.16,2.06,38.2459582005533,-12.0572476338751
4.4,0.16,2.0625,38.2227741881079,-12.0554797515498
4.4,0.16,2.065,38.1996027035717,-12.0536537846599
4.4,0.16,2.0675,38.1764440184648,-12.0517694519043
4.4,0.16,2.07,38.153298409486,-12.0498264581431
4.4,0.16,2.0725,38.1301661587531,-12.0478244935406
4.4,0.16,2.075,38.1070475540562,-12.0457632326461
4.4,0.16,2.0775,38.0839428891241,-12.0436423334055
4.4,0.16,2.08,38.0608524639059,-12.0414614360999
4.4,0.16,2.0825,38.0377765848686,-12.0392201622033
4.4,0.16,2.085,38.0147155653105,-12.0369181131522
4.4,0.16,2.0875,37.9916697256919,-12.0345548690201
4.4,0.16,2.09,37.968639393985,-12.0321299870868
4.4,0.16,2.0925,37.9456249060418,-12.0296430002943
4.4,0.16,2.095,37.9226266059838,-12.0270934155772
4.4,0.16,2.0975,37.8996448466124,-12.0244807120567
4.4,0.16,2.1,37.8766799898414,-12.0218043390844
4.4,0.16,2.1025,37.8537324071543,-12.0190637141218
4.4,0.16,2.105,37.8308024800854,-12.0162582204383
4.4,0.16,2.1075,37.8078906007269,-12.0133872046107
4.4,0.16,2.11,37.7849971722633,-12.0104499738028
4.4,0.16,2.1125,37.7621226095335,-12.0074457928035
4.4,0.16,2.115,37.7392673396209,-12.0043738807966
4.4,0.16,2.1175,37.7164318024746,-12.0012334078359
4.4,0.16,2.12,37.6936164515591,-11.9980234909916
4.4,0.16,2.1225,37.6708217545353,-11.9947431901335
4.4,0.16,2.125,37.6480481939716,-11.9913915033101
4.4,0.16,2.1275,37.6252962680853,-11.9879673616783
4.4,0.16,2.13,37.6025664915118,-11.9844696239315
4.4,0.16,2.1325,37.579859396102,-11.9808970701689
4.4,0.16,2.135,37.5571755317434,-11.9772483951386
4.4,0.16,2.1375,37.5345154672015,-11.9735222007808
4.4,0.16,2.14,37.5118797909762,-11.9697169879838
4.4,0.16,2.1425,37.4892691121657,-11.9658311474569
4.4,0.16,2.145,37.4666840613279,-11.9618629496078
4.4,0.16,2.1475,37.444125291327,-11.9578105332962
4.4,0.16,2.15,37.4215934781475,-11.9536718933185
4.4,0.16,2.1525,37.3990893216557,-11.9494448664527
4.4,0.16,2.155,37.3766135462794,-11.945127115871
4.4,0.16,2.1575,37.3541669015718,-11.9407161136931
4.4,0.16,2.16,37.331750162615,-11.9362091214214
4.4,0.16,2.1625,37.3093641302045,-11.9316031679535
4.4,0.16,2.165,37.2870096307446,-11.926895024821
4.4,0.16,2.1675,37.2646875157617,-11.9220811782417
4.4,0.16,2.17,37.2423986609199,-11.9171577975029
4.4,0.16,2.1725,37.2201439643913,-11.912120699112
4.4,0.16,2.175,37.1979243443944,-11.9069653060441
4.4,0.16,2.1775,37.1757407356611,-11.9016866013038
4.4,0.16,2.18,37.1535940845318,-11.8962790748659
4.4,0.16,2.1825,37.1314853422881,-11.8907366628884
4.4,0.16,2.185,37.1094154562301,-11.8850526778786
4.4,0.16,2.1875,37.0873853578624,-11.8792197282323
4.4,0.16,2.19,37.0653959473685,-11.8732296252523
4.4,0.16,2.1925,37.0434480733195,-11.8670732753678
4.4,0.16,2.195,37.0215425062434,-11.8607405547991
4.4,0.16,2.1975,36.9996799042742,-11.8542201633315
4.4,0.16,2.2,36.9778607685458,-11.8474994531393
4.4,0.16,2.2025,36.956085385269,-11.8405642277058
4.4,0.16,2.205,36.9343537504461,-11.8333985047781
4.4,0.16,2.2075,36.9126654718565,-11.8259842359042
4.4,0.16,2.21,36.8910196411485,-11.8183009733815
4.4,0.16,2.2125,36.8694146664165,-11.8103254732782
4.4,0.16,2.215,36.8478480522643,-11.8020312205012
4.4,0.16,2.2175,36.8263161096646,-11.7933878585115
4.4,0.16,2.22,36.8048135713783,-11.7843605021133
4.4,0.16,2.2225,36.7833330794742,-11.7749089065777
4.4,0.16,2.225,36.7618644983985,-11.7649864600727
4.4,0.16,2.2275,36.7403939882972,-11.7545389588668
4.4,0.16,2.23,36.7189027462345,-11.7435031161491
4.4,0.16,2.2325,36.6973652835346,-11.7318047460713
4.4,0.16,2.235,36.6757470495969,-11.7193565561474
4.4,0.16,2.2375,36.6540011268606,-11.7060554766227
4.4,0.16,2.24,36.6320635938569,-11.6917794616052
4.4,0.16,2.2425,36.6098469618002,-11.6763837275188
4.4,0.16,2.245,36.5872308022353,-11.6596964777475
4.4,0.16,2.2475,36.5640482510197,-11.6415143538448
4.4,0.16,2.25,36.5400664312043,-11.6215982636888
4.4,0.16,2.2525,36.5149579045965,-11.5996710828355
4.4,0.16,2.255,36.4882589797946,-11.5754204322854
4.4,0.16,2.2575,36.4593091569953,-11.5485131216305
4.4,0.16,2.26,36.4271647743223,-11.518634427142
4.4,0.16,2.2625,36.3904811671839,-11.485577737614
4.4,0.16,2.265,36.3473675832094,-11.4494318089799
4.4,0.16,2.2675,36.2952535960499,-11.4109454857742
4.4,0.16,2.27,36.2308989156516,-11.3721789742457
4.4,0.16,2.2725,36.1508794703861,-11.337502823885
4.4,0.16,2.275,36.0531680996492,-11.3146638149121
4.4,0.16,2.2775,35.9403638559096,-11.314678242766
4.4,0.16,2.28,35.8234646316408,-11.3481660923178
4.4,0.16,2.2825,35.7214747372276,-11.4174183003793
4.4,0.16,2.285,35.6524196412752,-11.5105517846603
4.4,0.16,2.2875,35.6219544924607,-11.6067642125396
4.4,0.16,2.29,35.6220226369254,-11.6887824989165
4.4,0.16,2.2925,35.6392081584719,-11.7494841840346
4.4,0.16,2.295,35.6623188996557,-11.7897795826033
4.4,0.16,2.2975,35.6846580056577,-11.8139311583051
4.4,0.16,2.3,35.7031314304776,-11.8264895304896
4.4,0.16,2.3025,35.7167654311466,-11.8311342256955
4.4,0.16,2.305,35.7256208747168,-11.8305192940115
4.4,0.16,2.3075,35.730177820214,-11.826460069763
4.4,0.16,2.31,35.7310322152587,-11.8201681990442
4.4,0.16,2.3125,35.7287627773542,-11.8124442643348
4.4,0.16,2.315,35.7238815439914,-11.8038156235172
4.4,0.16,2.3175,35.7168224651525,-11.7946295967143
4.4,0.16,2.32,35.7079457312522,-11.7851149565621
4.4,0.16,2.3225,35.6975475056831,-11.7754221636069
4.4,0.16,2.325,35.6858705533932,-11.7656496898234
4.4,0.16,2.3275,35.6731139824352,-11.7558613128214
4.4,0.16,2.33,35.6594415425972,-11.7460975504529
4.4,0.16,2.3325,35.6449884461508,-11.736383276198
4.4,0.16,2.335,35.6298668722918,-11.7267328283736
4.4,0.16,2.3375,35.6141703698162,-11.7171534617401
4.4,0.16,2.34,35.5979773661811,-11.7076476936067
4.4,0.16,2.3425,35.5813539636387,-11.6982149065419
4.4,0.16,2.345,35.5643561712704,-11.6888524472353
4.4,0.16,2.3475,35.5470316921982,-11.6795563813704
4.4,0.16,2.35,35.5294213601592,-11.6703220121071
4.4,0.16,2.3525,35.5115602992695,-11.6611442351968
4.4,0.16,2.355,35.4934788646548,-11.6520177806692
4.4,0.16,2.3575,35.4752034089913,-11.6429373754912
4.4,0.16,2.36,35.4567569101836,-11.6338978510492
4.4,0.16,2.3625,35.4381594877945,-11.6248942120847
4.4,0.16,2.365,35.4194288299482,-11.6159216787397
4.4,0.16,2.3675,35.4005805478568,-11.6069757099167
4.4,0.16,2.37,35.3816284715658,-11.598052013741
4.4,0.16,2.3725,35.3625848977432,-11.589146549227
4.4,0.16,2.375,35.3434607981677,-11.5802555220463
4.4,0.16,2.3775,35.3242659958688,-11.5713753764543
4.4,0.16,2.38,35.3050093145274,-11.5625027848236
4.4,0.16,2.3825,35.28569870568,-11.553634635805
4.4,0.16,2.385,35.2663413574262,-11.5447680218264
4.4,0.16,2.3875,35.2469437876581,-11.5359002264213
4.4,0.16,2.39,35.2275119242934,-11.5270287117184
4.4,0.16,2.3925,35.208051174552,-11.5181511063135
4.4,0.16,2.395,35.1885664849654,-11.5092651936609
4.4,0.16,2.3975,35.1690623935213,-11.5003689010674
4.4,0.16,2.4,35.1495430751088,-11.4914602893302
4.4,0.16,2.4025,35.1300123812445,-11.4825375430321
4.4,0.16,2.405,35.1104738748931,-11.4735989614883
4.4,0.16,2.4075,35.0909308610777,-11.464642950326
4.4,0.16,2.41,35.0713864138574,-11.4556680136714
4.4,0.16,2.4125,35.0518434001683,-11.4466727469103
4.4,0.16,2.415,35.0323045009458,-11.4376558299901
4.4,0.16,2.4175,35.0127722298861,-11.4286160212261
4.4,0.16,2.42,34.9932489501517,-11.4195521515787
4.4,0.16,2.4225,34.9737368892826,-11.4104631193654
4.4,0.16,2.425,34.9542381525391,-11.4013478853758
4.4,0.16,2.4275,34.9347547348692,-11.3922054683589
4.4,0.16,2.43,34.9152885316679,-11.3830349408511
4.4,0.16,2.4325,34.8958413484745,-11.3738354253206
4.4,0.16,2.435,34.8764149097332,-11.3646060905994
4.4,0.16,2.4375,34.8570108667266,-11.3553461485826
4.4,0.16,2.44,34.8376308047781,-11.34605485117
4.4,0.16,2.4425,34.8182762498075,-11.3367314874325
4.4,0.16,2.445,34.7989486743116,-11.3273753809826
4.4,0.16,2.4475,34.779649502836,-11.3179858875346
4.4,0.16,2.45,34.7603801169938,-11.3085623926359
4.4,0.16,2.4525,34.7411418600822,-11.2991043095581
4.4,0.16,2.455,34.7219360413405,-11.2896110773321
4.4,0.16,2.4575,34.7027639398896,-11.2800821589179
4.4,0.16,2.46,34.683626808388,-11.2705170394956
4.4,0.16,2.4625,34.6645258764347,-11.2609152248695
4.4,0.16,2.465,34.6454623537482,-11.2512762399745
4.4,0.16,2.4675,34.6264374331457,-11.2415996274782
4.4,0.16,2.47,34.6074522933447,-11.2318849464686
4.4,0.16,2.4725,34.5885081016094,-11.222131771223
4.4,0.16,2.475,34.5696060162563,-11.2123396900489
4.4,0.16,2.4775,34.5507471890403,-11.2025083041927
4.4,0.16,2.48,34.5319327674325,-11.1926372268102
4.4,0.16,2.4825,34.5131638968064,-11.1827260819937
4.4,0.16,2.485,34.4944417225428,-11.1727745038506
4.4,0.16,2.4875,34.4757673920679,-11.1627821356306
4.4,0.16,2.49,34.4571420568322,-11.1527486288956
4.4,0.16,2.4925,34.4385668742435,-11.14267364273
4.4,0.16,2.495,34.4200430095612,-11.1325568429878
4.4,0.16,2.4975,34.401571637762,-11.1223979015728
4.4,0.16,2.5,34.3831539453852,-11.1121964957493
4.4,0.16,2.5025,34.3647911323651,-11.1019523074805
4.4,0.16,2.505,34.3464844138593,-11.0916650227927
4.4,0.16,2.5075,34.3282350220799,-11.0813343311614
4.4,0.16,2.51,34.3100442081341,-11.0709599249191
4.4,0.16,2.5125,34.2919132438831,-11.0605414986808
4.4,0.16,2.515,34.2738434238248,-11.0500787487867
4.4,0.16,2.5175,34.2558360670079,-11.03957137276
4.4,0.16,2.52,34.2378925189848,-11.0290190687769
4.4,0.16,2.5225,34.2200141538102,-11.0184215351493
4.4,0.16,2.525,34.2022023760919,-11.0077784698168
4.4,0.16,2.5275,34.1844586231028,-10.9970895698476
4.4,0.16,2.53,34.1667843669598,-10.9863545309469
4.4,0.16,2.5325,34.1491811168791,-10.9755730469708
4.4,0.16,2.535,34.1316504215151,-10.9647448094457
4.4,0.16,2.5375,34.1141938713912,-10.9538695070908
4.4,0.16,2.54,34.0968131014332,-10.9429468253434
4.4,0.16,2.5425,34.0795097936118,-10.9319764458864
4.4,0.16,2.545,34.0622856797069,-10.9209580461749
4.4,0.16,2.5475,34.0451425442026,-10.9098912989645
4.4,0.16,2.55,34.0280822273247,-10.8987758718368
4.4,0.16,2.5525,34.0111066282325,-10.8876114267238
4.4,0.16,2.555,33.9942177083777,-10.8763976194296
4.4,0.16,2.5575,33.9774174950441,-10.8651340991486
4.4,0.16,2.56,33.9607080850827,-10.8538205079795
4.4,0.16,2.5625,33.9440916488586,-10.8424564804352
4.4,0.16,2.565,33.9275704344255,-10.8310416429477
4.4,0.16,2.5675,33.9111467719478,-10.8195756133673
4.4,0.16,2.57,33.8948230783888,-10.8080580004563
4.4,0.16,2.5725,33.8786018624885,-10.7964884033771
4.4,0.16,2.575,33.8624857300517,-10.7848664111743
4.4,0.16,2.5775,33.8464773895749,-10.7731916022507
4.4,0.16,2.58,33.8305796582378,-10.7614635438386
4.4,0.16,2.5825,33.8147954682901,-10.7496817914648
4.4,0.16,2.585,33.7991278738677,-10.7378458884127
4.4,0.16,2.5875,33.7835800582726,-10.7259553651798
4.4,0.16,2.59,33.7681553417574,-10.7140097389332
4.4,0.16,2.5925,33.7528571898579,-10.7020085129651
4.4,0.16,2.595,33.7376892223196,-10.6899511761493
4.4,0.16,2.5975,33.7226552226729,-10.6778372024013
4.4,0.16,2.6,33.7077591485116,-10.6656660501458
4.4,0.16,2.6025,33.6930051425409,-10.6534371617951
4.4,0.16,2.605,33.678397544462,-10.6411499632418
4.4,0.16,2.6075,33.6639409037721,-10.6288038633736
4.4,0.16,2.61,33.6496399935652,-10.6163982536134
4.4,0.16,2.6125,33.635499825426,-10.6039325074959
4.4,0.16,2.615,33.6215256655245,-10.5914059802879
4.4,0.16,2.6175,33.6077230520255,-10.578818008663
4.4,0.16,2.62,33.5940978139427,-10.5661679104454
4.4,0.16,2.6225,33.5806560915823,-10.5534549844371
4.4,0.16,2.625,33.5674043587356,-10.5406785103469
4.4,0.16,2.6275,33.5543494468014,-10.5278377488438
4.4,0.16,2.63,33.5414985710376,-10.514931941759
4.4,0.16,2.6325,33.528859359169,-10.5019603124687
4.4,0.16,2.635,33.5164398826024,-10.4889220664931
4.4,0.16,2.6375,33.5042486905347,-10.4758163923539
4.4,0.16,2.64,33.492294847274,-10.4626424627421
4.4,0.16,2.6425,33.4805879731353,-10.4493994360566
4.4,0.16,2.645,33.4691382893202,-10.4360864583837
4.4,0.16,2.6475,33.457956667244,-10.4227026660058
4.4,0.16,2.65,33.4470546828358,-10.4092471885375
4.4,0.16,2.6525,33.4364446764119,-10.3957191528143
4.4,0.16,2.655,33.4261398188029,-10.3821176876755
4.4,0.16,2.6575,33.4161541845161,-10.3684419298181
4.4,0.16,2.66,33.4065028328243,-10.3546910309275
4.4,0.16,2.6625,33.3972018978068,-10.340864166337
4.4,0.16,2.665,33.3882686885208,-10.3269605455165
4.4,0.16,2.6675,33.3797218006614,-10.3129794247553
4.4,0.16,2.67,33.3715812412833,-10.2989201224772
4.4,0.16,2.6725,33.3638685684021,-10.2847820377238
4.4,0.16,2.675,33.3566070475949,-10.2705646724532
4.4,0.16,2.6775,33.349821828063,-10.2562676584458
4.4,0.16,2.68,33.3435401410403,-10.2418907897855
4.4,0.16,2.6825,33.3377915239257,-10.2274340621026
4.4,0.16,2.685,33.3326080741083,-10.2128977200402
4.4,0.16,2.6875,33.328024737172,-10.1982823147488
4.4,0.16,2.69,33.3240796350177,-10.1835887736455
4.4,0.16,2.6925,33.3208144404838,-10.1688184852235
4.4,0.16,2.695,33.3182748062994,-10.1539734023867
4.4,0.16,2.6975,33.3165108577398,-10.1390561686766
4.4,0.16,2.7,33.3155777602245,-10.1240702728871
4.4,0.16,2.7025,33.3155363753969,-10.1090202390318
4.4,0.16,2.705,33.3164540220571,-10.0939118605222
4.4,0.16,2.7075,33.318405361823,-10.0787524898854
4.4,0.16,2.71,33.3214734337472,-10.0635513985936
4.4,0.16,2.7125,33.32575086755,-10.0483202258483
4.4,0.16,2.715,33.331341311934,-10.0330735408406
4.4,0.16,2.7175,33.3383611230088,-10.0178295505983
4.4,0.16,2.72,33.3469413686738,-10.0026109957559
4.4,0.16,2.7225,33.357230218531,-9.9874462904588
4.4,0.16,2.725,33.3693958063759,-9.97237098160502
4.4,0.16,2.7275,33.3836296746314,-9.95742962883036
4.4,0.16,2.73,33.4001509386824,-9.942678243132
4.4,0.16,2.7325,33.4192113457381,-9.92818747331359
4.4,0.16,2.735,33.4411014499052,-9.91404680224273
4.4,0.16,2.7375,33.4661581853934,-9.90037011935909
4.4,0.16,2.74,33.4947741964538,-9.88730318735427
4.4,0.16,2.7425,33.5274093791244,-9.87503374319525
4.4,0.16,2.745,33.5646052086131,-9.86380530368272
4.4,0.16,2.7475,33.6070025664705,-9.85393624195151
4.4,0.16,2.75,33.6553639342748,-9.84584645711096
4.4,0.16,2.7525,33.7106009556279,-9.8400951255772
4.4,0.16,2.755,33.7738084097109,-9.83743484626461
4.4,0.16,2.7575,33.8463054083387,-9.83889037898036
4.4,0.16,2.76,33.9296837182045,-9.8458747975424
4.4,0.16,2.7625,34.0258606131215,-9.86036334013725
4.4,0.16,2.765,34.137127555937,-9.88515731354746
4.4,0.16,2.7675,34.2661717822263,-9.9242897779764
4.4,0.16,2.77,34.4160153934416,-9.98365482042492
4.4,0.16,2.7725,34.5897432429371,-10.0719848856593
4.4,0.16,2.775,34.7897270086941,-10.2023457234443
4.4,0.16,2.7775,35.0156954721807,-10.3943047897854
4.4,0.16,2.78,35.2602727336302,-10.6766144972898
4.4,0.16,2.7825,35.4993904911667,-11.0888452953341
4.4,0.16,2.785,35.674267763649,-11.6758674327709
4.4,0.16,2.7875,35.6677187109273,-12.4589384561448
4.4,0.16,2.79,35.3079659578119,-13.3621181683277
4.4,0.16,2.7925,34.4812213520352,-14.1337108358292
4.4,0.16,2.795,33.3338748623649,-14.4482708211455
4.4,0.16,2.7975,32.2408888159831,-14.2159508369159
4.4,0.16,2.8,31.4710877249255,-13.6495419847891
4.4,0.16,2.8025,31.0438847190353,-13.0053311415737
4.4,0.16,2.805,30.8588657634284,-12.4221569467618
4.4,0.16,2.8075,30.8158368541771,-11.9396312705646
4.4,0.16,2.81,30.8481562083332,-11.5528646473292
4.4,0.16,2.8125,30.91767084056,-11.2444193192313
4.4,0.16,2.815,31.0039765361915,-10.9966493353716
4.4,0.16,2.8175,31.0966266186851,-10.7950928693844
4.4,0.16,2.82,31.1905565750951,-10.628721733224
4.4,0.16,2.8225,31.2835852215782,-10.4893413632527
4.4,0.16,2.825,31.3750865757458,-10.3709046812987
4.4,0.16,2.8275,31.4652949657917,-10.268945690432
4.4,0.16,2.83,31.5549526854755,-10.180158988844
4.4,0.16,2.8325,31.6451497488514,-10.1021042261359
4.4,0.16,2.835,31.7372827692067,-10.0330109895728
4.4,0.16,2.8375,31.8331061478312,-9.97167145166335
4.4,0.16,2.84,31.934883877486,-9.91743240618192
4.4,0.16,2.8425,32.045689393991,-9.87035288448931
4.4,0.16,2.845,32.1699523430944,-9.83174451293405
4.4,0.16,2.8475,32.3143557407143,-9.80578930464725
4.4,0.16,2.85,32.4884971988464,-9.80450377963346
4.4,0.16,2.8525,32.6982719089078,-9.86214505402305
4.4,0.16,2.855,32.8899590678361,-10.048375170564
4.4,0.16,2.8575,32.8758008735252,-10.2881133750406
4.4,0.16,2.86,32.7916049254843,-10.3006815055432
4.4,0.16,2.8625,32.8757517287294,-10.2383967126275
4.4,0.16,2.865,33.0675101300105,-10.2404822470408
4.4,0.16,2.8675,33.3142607942232,-10.3269376046748
4.4,0.16,2.87,33.596796209078,-10.5115354263832
4.4,0.16,2.8725,33.8978605098052,-10.8243667512699
4.4,0.16,2.875,34.1783806496335,-11.3122349200713
4.4,0.16,2.8775,34.3482134389956,-12.02415690876
4.4,0.16,2.88,34.2387922888227,-12.9566388968577
4.4,0.16,2.8825,33.645816302465,-13.9426472057767
4.4,0.16,2.885,32.5398936828596,-14.6108772041294
4.4,0.16,2.8875,31.2507032319779,-14.6608049482186
4.4,0.16,2.89,30.2058429456952,-14.1813843398053
4.4,0.16,2.8925,29.564157570414,-13.4857791584627
4.4,0.16,2.895,29.2506959751733,-12.8045487441249
4.4,0.16,2.8975,29.1401522863527,-12.2259148569876
4.4,0.16,2.9,29.1391672548664,-11.7596783151874
4.4,0.16,2.9025,29.1924355238576,-11.3891057849518
4.4,0.16,2.905,29.2700869427561,-11.0934200943982
4.4,0.16,2.9075,29.3567093755081,-10.8547522340367
4.4,0.16,2.91,29.4446532899581,-10.659303517093
4.4,0.16,2.9125,29.5303623691819,-10.4968130999755
4.4,0.16,2.915,29.6124335961177,-10.3597314455925
4.4,0.16,2.9175,29.6906031795861,-10.2424978578953
4.4,0.16,2.92,29.7652206357817,-10.1409931049724
4.4,0.16,2.9225,29.8369826462979,-10.0521468773616
4.4,0.16,2.925,29.9068094840345,-9.97366385662065
4.4,0.16,2.9275,29.9758052138544,-9.90383739224719
4.4,0.16,2.93,30.0452746838398,-9.84142943551829
